t_s,delivered_images,utility,backlog_bits,n_active,n_dropped
6990,5557711.9,22.1696,11776201475,21,0
7020,5577857.5,22.223,11576665008,21,0
7050,5598003.2,22.2732,11377128541,21,0
7080,5618148.8,22.3235,11177592074,21,0
7110,5638294.5,22.3728,10978055608,21,0
7140,5658316.7,22.4172,10779909740,21,0
7170,5675799.0,22.4495,10610373274,21,0
7200,5709711.2,20.0935,27982659316,29,0
7230,5747571.3,20.3449,27583586383,29,0
7260,5785431.5,20.5963,27184513449,29,0
7290,5823291.7,20.8476,26785440516,29,0
7320,5858488.5,21.098,26416367582,29,0
7350,5893453.1,21.3189,26049910532,29,0
7380,5928882.2,21.564,25667145540,29,0
7410,5968244.5,21.8122,25262228198,29,0
7440,6005640.2,22.0577,24868387031,29,0
7470,6043036.0,22.2901,24474545864,29,0
7500,6075569.4,22.5244,24121780872,29,0
7530,6111965.3,22.7613,23752894076,29,0
7560,6144034.3,22.9635,23419052910,28,0
7590,6173696.6,23.1749,23112321434,28,0
7620,6203334.4,23.3829,22805864384,27,0
7650,6232972.3,23.5896,22499407333,27,0
7680,6262486.8,23.7815,22194340883,27,0
7710,6289695.2,23.9593,21915249298,27,0
7740,6316669.7,24.1356,21638792248,26,0
7770,6341742.8,24.3259,21383753301,26,0
7800,6363855.1,24.504,21148372426,25,0
7830,6385967.4,24.6775,20912991551,25,0
7860,6408079.7,24.851,20677610675,25,0
7890,6430192.0,25.0246,20442229800,25,0
7920,6452304.3,25.1981,20206848925,25,0
7950,6474416.6,25.3716,19971468050,25,0
7980,6496528.9,25.5233,19736087175,25,0
8010,6517602.8,25.6351,19506554634,25,0
8040,6537283.9,25.7454,19284865817,24,0
8070,6556965.1,25.8558,19063177000,24,0
8100,6576646.3,25.9662,18841488183,24,0
8130,6596327.5,26.074,18619799367,24,0
8160,6613809.8,26.1668,18422878783,24,0
8190,6631292.1,26.2595,18225958200,24,0
8220,6648774.4,26.3523,18029037616,24,0
8250,6666256.7,26.4119,17832117033,24,0
8280,6686402.3,26.4746,17605196449,24,0
8310,6703884.6,26.5343,17408275866,24,0
8340,6724262.5,26.6412,17178739399,24,0
8370,6741977.0,26.6999,16979202932,24,0
8400,6759691.6,26.785,16779666465,24,0
8430,6777406.1,26.873,16580129999,24,0
8460,6797784.0,26.9604,16350593532,24,0
