t_s,delivered_images,utility,backlog_bits,n_active,n_dropped
0,19448.9,0.1672,8271572269,8,0
30,38897.9,0.3344,8162035802,8,0
60,58346.8,0.5016,8052499336,8,0
90,77795.8,0.6688,7942962869,8,0
120,97244.7,0.836,7833426402,8,0
150,116693.7,1.0032,7723889935,8,0
180,136142.6,1.1704,7614353469,8,0
210,155591.6,1.3376,7504817002,8,0
240,175040.5,1.5048,7395280535,8,0
270,194489.5,1.6719,7285744068,8,0
300,213938.4,1.8391,7176207601,8,0
330,233387.4,2.0063,7066671135,8,0
360,252836.3,2.1364,6957134668,8,0
390,272285.3,2.2615,6847598201,8,0
420,291734.2,2.3866,6738061734,8,0
450,311183.1,2.5116,6628525268,8,0
480,330632.1,2.6367,6518988801,8,0
510,350081.0,2.7615,6409452334,8,0
540,369530.0,2.883,6299915867,8,0
570,388978.9,2.9999,6190379401,8,0
600,408427.9,3.1148,6080842934,8,0
630,427876.8,3.2297,5971306467,8,0
660,447325.8,3.3446,5861770000,8,0
690,466774.7,3.4596,5752233533,8,0
720,486223.7,3.5555,5642697067,8,0
750,505672.6,3.6411,5533160600,8,0
780,525121.6,3.7209,5423624133,8,0
810,544570.5,3.7939,5314087666,8,0
840,564019.4,3.861,5204551200,8,0
870,583468.4,3.9281,5095014733,8,0
900,602917.3,3.9952,4985478266,8,0
930,622366.3,4.0624,4875941799,8,0
960,641815.2,4.1295,4766405332,8,0
990,661264.2,4.1966,4656868866,8,0
1020,680713.1,4.2637,4547332399,8,0
1050,700162.1,4.3305,4437795932,8,0
1080,719611.0,4.3856,4328259465,8,0
1110,739060.0,4.4353,4218722999,8,0
1140,758508.9,4.4835,4109186532,8,0
1170,777957.9,4.5293,3999650065,8,0
1200,797406.8,4.5751,3890113598,8,0
1230,816855.8,4.6209,3780577131,8,0
1260,836304.7,4.6667,3671040665,8,0
1290,855753.6,4.7125,3561504198,8,0
1320,875202.6,4.7583,3451967731,8,0
1350,894651.5,4.8041,3342431264,8,0
1380,914100.5,4.8499,3232894798,8,0
1410,933549.4,4.8957,3123358331,8,0
1440,949498.0,4.9355,3033536073,8,0
1470,961653.6,4.97,2965075781,5,0
1500,973809.2,5.0037,2896615490,5,0
1530,985964.8,5.0337,2828155198,5,0
1560,998120.4,5.0634,2759694906,5,0
1590,1010275.9,5.0902,2691234614,5,0
1620,1022431.5,5.1161,2622774323,5,0
1650,1034587.1,5.1364,2554314031,5,0
1680,1046742.7,5.156,2485853739,5,0
1710,1058898.3,5.1755,2417393447,5,0
1740,1071053.9,5.1927,2348933156,5,0
