t,link_id,type,node_a,node_b,dist_km,available,elevation_deg
0,0,ISL,0,1,11987.52,1,
0,1,ISL,1,2,11987.52,1,
0,2,ISL,2,0,11987.52,1,
0,3,ISL,3,4,11987.52,1,
0,4,ISL,4,5,11987.52,1,
0,5,ISL,5,3,11987.52,1,
0,6,ISL,0,3,11987.52,1,
0,7,ISL,1,4,11987.52,1,
0,8,ISL,2,5,7214.27,1,
0,45,GSL,0,6,11962.83,0,-62.99
0,46,GSL,1,6,1203.37,1,22.48
0,47,GSL,2,6,10996.01,0,-54.17
0,48,GSL,3,6,7053.06,0,-28.18
0,49,GSL,4,6,11962.83,0,-62.99
0,50,GSL,5,6,8521.43,0,-36.97
0,51,GSL,0,7,5742.82,0,-20.54
0,52,GSL,1,7,13086.05,0,-79.47
0,53,GSL,2,7,7825.91,0,-32.74
0,54,GSL,3,7,10487.14,0,-50.2
0,55,GSL,4,7,5742.82,0,-20.54
0,56,GSL,5,7,11068.4,0,-54.77
10,0,ISL,0,1,11987.52,1,
10,1,ISL,1,2,11987.52,1,
10,2,ISL,2,0,11987.52,1,
10,3,ISL,3,4,11987.52,1,
10,4,ISL,4,5,11987.52,1,
10,5,ISL,5,3,11987.52,1,
10,6,ISL,0,3,11938.72,1,
10,7,ISL,1,4,12035.52,1,
10,8,ISL,2,5,7215.29,1,
10,45,GSL,0,6,11932.46,0,-62.67
10,46,GSL,1,6,1147.27,1,24.21
10,47,GSL,2,6,11034.93,0,-54.49
10,48,GSL,3,6,7082.15,0,-28.35
10,49,GSL,4,6,11970.16,0,-63.06
10,50,GSL,5,6,8486.93,0,-36.76
10,51,GSL,0,7,5799.71,0,-20.87
10,52,GSL,1,7,13092.73,0,-79.64
10,53,GSL,2,7,7772.61,0,-32.42
10,54,GSL,3,7,10462.04,0,-50.02
10,55,GSL,4,7,5746.27,0,-20.56
10,56,GSL,5,7,11090.35,0,-54.95
20,0,ISL,0,1,11987.52,1,
20,1,ISL,1,2,11987.52,1,
20,2,ISL,2,0,11987.52,1,
20,3,ISL,3,4,11987.52,1,
20,4,ISL,4,5,11987.52,1,
20,5,ISL,5,3,11987.52,1,
20,6,ISL,0,3,11889.12,1,
20,7,ISL,1,4,12082.7,1,
20,8,ISL,2,5,7218.34,1,
20,45,GSL,0,6,11901.77,0,-62.36
20,46,GSL,1,6,1092.69,1,26.06
20,47,GSL,2,6,11073.55,0,-54.81
20,48,GSL,3,6,7111.47,0,-28.52
20,49,GSL,4,6,11977.24,0,-63.14
20,50,GSL,5,6,8452.37,0,-36.55
20,51,GSL,0,7,5856.56,0,-21.2
20,52,GSL,1,7,13099.06,0,-79.81
20,53,GSL,2,7,7719.12,0,-32.11
20,54,GSL,3,7,10436.73,0,-49.83
20,55,GSL,4,7,5750.24,0,-20.58
20,56,GSL,5,7,11112.11,0,-55.13
30,0,ISL,0,1,11987.52,1,
30,1,ISL,1,2,11987.52,1,
30,2,ISL,2,0,11987.52,1,
30,3,ISL,3,4,11987.52,1,
30,4,ISL,4,5,11987.52,1,
30,5,ISL,5,3,11987.52,1,
30,6,ISL,0,3,11838.74,1,
30,7,ISL,1,4,12129.04,1,
30,8,ISL,2,5,7223.43,1,
30,45,GSL,0,6,11870.75,0,-62.04
30,46,GSL,1,6,1039.87,1,28.04
30,47,GSL,2,6,11111.87,0,-55.13
30,48,GSL,3,6,7141.01,0,-28.69
30,49,GSL,4,6,11984.05,0,-63.21
30,50,GSL,5,6,8417.73,0,-36.33
30,51,GSL,0,7,5913.38,0,-21.53
30,52,GSL,1,7,13105.05,0,-79.97
30,53,GSL,2,7,7665.46,0,-31.79
30,54,GSL,3,7,10411.22,0,-49.64
30,55,GSL,4,7,5754.76,0,-20.61
30,56,GSL,5,7,11133.69,0,-55.31
40,0,ISL,0,1,11987.52,1,
40,1,ISL,1,2,11987.52,1,
40,2,ISL,2,0,11987.52,1,
40,3,ISL,3,4,11987.52,1,
40,4,ISL,4,5,11987.52,1,
40,5,ISL,5,3,11987.52,1,
40,6,ISL,0,3,11787.59,1,
40,7,ISL,1,4,12174.53,1,
40,8,ISL,2,5,7230.54,1,
40,45,GSL,0,6,11839.4,0,-61.73
40,46,GSL,1,6,989.1,1,30.16
40,47,GSL,2,6,11149.88,0,-55.45
40,48,GSL,3,6,7170.78,0,-28.87
40,49,GSL,4,6,11990.61,0,-63.28
40,50,GSL,5,6,8383.02,0,-36.12
40,51,GSL,0,7,5970.15,0,-21.87
40,52,GSL,1,7,13110.7,0,-80.12
40,53,GSL,2,7,7611.61,0,-31.47
40,54,GSL,3,7,10385.5,0,-49.45
40,55,GSL,4,7,5759.8,0,-20.64
40,56,GSL,5,7,11155.08,0,-55.49
50,0,ISL,0,1,11987.52,1,
50,1,ISL,1,2,11987.52,1,
50,2,ISL,2,0,11987.52,1,
50,3,ISL,3,4,11987.52,1,
50,4,ISL,4,5,11987.52,1,
50,5,ISL,5,3,11987.52,1,
50,6,ISL,0,3,11735.69,1,
50,7,ISL,1,4,12219.17,1,
50,8,ISL,2,5,7239.66,1,
50,45,GSL,0,6,11807.73,0,-61.41
50,46,GSL,1,6,940.72,1,32.42
50,47,GSL,2,6,11187.59,0,-55.76
50,48,GSL,3,6,7200.76,0,-29.04
50,49,GSL,4,6,11996.9,0,-63.34
50,50,GSL,5,6,8348.24,0,-35.91
50,51,GSL,0,7,6026.88,0,-22.2
50,52,GSL,1,7,13116.0,0,-80.27
50,53,GSL,2,7,7557.58,0,-31.15
50,54,GSL,3,7,10359.57,0,-49.26
50,55,GSL,4,7,5765.38,0,-20.67
50,56,GSL,5,7,11176.28,0,-55.67
60,0,ISL,0,1,11987.52,1,
60,1,ISL,1,2,11987.52,1,
60,2,ISL,2,0,11987.52,1,
60,3,ISL,3,4,11987.52,1,
60,4,ISL,4,5,11987.52,1,
60,5,ISL,5,3,11987.52,1,
60,6,ISL,0,3,11683.05,1,
60,7,ISL,1,4,12262.93,1,
60,8,ISL,2,5,7250.79,1,
60,45,GSL,0,6,11775.73,0,-61.1
60,46,GSL,1,6,895.13,1,34.8
60,47,GSL,2,6,11225.0,0,-56.08
60,48,GSL,3,6,7230.95,0,-29.22
60,49,GSL,4,6,12002.93,0,-63.41
60,50,GSL,5,6,8313.4,0,-35.69
60,51,GSL,0,7,6083.56,0,-22.53
60,52,GSL,1,7,13120.95,0,-80.41
60,53,GSL,2,7,7503.37,0,-30.82
60,54,GSL,3,7,10333.45,0,-49.06
60,55,GSL,4,7,5771.48,0,-20.7
60,56,GSL,5,7,11197.3,0,-55.85
70,0,ISL,0,1,11987.52,1,
70,1,ISL,1,2,11987.52,1,
70,2,ISL,2,0,11987.52,1,
70,3,ISL,3,4,11987.52,1,
70,4,ISL,4,5,11987.52,1,
70,5,ISL,5,3,11987.52,1,
70,6,ISL,0,3,11629.7,1,
70,7,ISL,1,4,12305.81,1,
70,8,ISL,2,5,7263.9,1,
70,45,GSL,0,6,11743.4,0,-60.78
70,46,GSL,1,6,852.77,1,37.29
70,47,GSL,2,6,11262.1,0,-56.4
70,48,GSL,3,6,7261.34,0,-29.4
70,49,GSL,4,6,12008.7,0,-63.47
70,50,GSL,5,6,8278.5,0,-35.48
70,51,GSL,0,7,6140.18,0,-22.86
70,52,GSL,1,7,13125.56,0,-80.54
70,53,GSL,2,7,7448.99,0,-30.5
70,54,GSL,3,7,10307.12,0,-48.87
70,55,GSL,4,7,5778.12,0,-20.74
70,56,GSL,5,7,11218.12,0,-56.02
80,0,ISL,0,1,11987.52,1,
80,1,ISL,1,2,11987.52,1,
80,2,ISL,2,0,11987.52,1,
80,3,ISL,3,4,11987.52,1,
80,4,ISL,4,5,11987.52,1,
80,5,ISL,5,3,11987.52,1,
80,6,ISL,0,3,11575.64,1,
80,7,ISL,1,4,12347.8,1,
80,8,ISL,2,5,7278.99,1,
80,45,GSL,0,6,11710.76,0,-60.47
80,46,GSL,1,6,814.15,1,39.85
80,47,GSL,2,6,11298.89,0,-56.72
80,48,GSL,3,6,7291.94,0,-29.58
80,49,GSL,4,6,12014.21,0,-63.52
80,50,GSL,5,6,8243.55,0,-35.27
80,51,GSL,0,7,6196.74,0,-23.19
80,52,GSL,1,7,13129.83,0,-80.66
80,53,GSL,2,7,7394.43,0,-30.18
80,54,GSL,3,7,10280.59,0,-48.68
80,55,GSL,4,7,5785.28,0,-20.78
80,56,GSL,5,7,11238.76,0,-56.2
90,0,ISL,0,1,11987.52,1,
90,1,ISL,1,2,11987.52,1,
90,2,ISL,2,0,11987.52,1,
90,3,ISL,3,4,11987.52,1,
90,4,ISL,4,5,11987.52,1,
90,5,ISL,5,3,11987.52,1,
90,6,ISL,0,3,11520.89,1,
90,7,ISL,1,4,12388.88,1,
90,8,ISL,2,5,7296.03,1,
90,45,GSL,0,6,11677.78,0,-60.15
90,46,GSL,1,6,779.84,1,42.42
90,47,GSL,2,6,11335.38,0,-57.03
90,48,GSL,3,6,7322.72,0,-29.76
90,49,GSL,4,6,12019.45,0,-63.58
90,50,GSL,5,6,8208.55,0,-35.05
90,51,GSL,0,7,6253.24,0,-23.52
90,52,GSL,1,7,13133.75,0,-80.77
90,53,GSL,2,7,7339.71,0,-29.86
90,54,GSL,3,7,10253.86,0,-48.48
90,55,GSL,4,7,5792.97,0,-20.83
90,56,GSL,5,7,11259.2,0,-56.37
100,0,ISL,0,1,11987.52,1,
100,1,ISL,1,2,11987.52,1,
100,2,ISL,2,0,11987.52,1,
100,3,ISL,3,4,11987.52,1,
100,4,ISL,4,5,11987.52,1,
100,5,ISL,5,3,11987.52,1,
100,6,ISL,0,3,11465.47,1,
100,7,ISL,1,4,12429.04,1,
100,8,ISL,2,5,7315.0,1,
100,45,GSL,0,6,11644.49,0,-59.84
100,46,GSL,1,6,750.44,1,44.88
100,47,GSL,2,6,11371.56,0,-57.35
100,48,GSL,3,6,7353.69,0,-29.94
100,49,GSL,4,6,12024.43,0,-63.63
100,50,GSL,5,6,8173.5,0,-34.84
100,51,GSL,0,7,6309.67,0,-23.84
100,52,GSL,1,7,13137.32,0,-80.88
100,53,GSL,2,7,7284.82,0,-29.54
100,54,GSL,3,7,10226.93,0,-48.29
100,55,GSL,4,7,5801.18,0,-20.88
100,56,GSL,5,7,11279.44,0,-56.55
110,0,ISL,0,1,11987.52,1,
110,1,ISL,1,2,11987.52,1,
110,2,ISL,2,0,11987.52,1,
110,3,ISL,3,4,11987.52,1,
110,4,ISL,4,5,11987.52,1,
110,5,ISL,5,3,11987.52,1,
110,6,ISL,0,3,11409.39,1,
110,7,ISL,1,4,12468.28,1,
110,8,ISL,2,5,7335.87,1,
110,45,GSL,0,6,11610.87,0,-59.52
110,46,GSL,1,6,726.54,1,47.11
110,47,GSL,2,6,11407.43,0,-57.67
110,48,GSL,3,6,7384.85,0,-30.12
110,49,GSL,4,6,12029.14,0,-63.68
110,50,GSL,5,6,8138.4,0,-34.63
110,51,GSL,0,7,6366.03,0,-24.17
110,52,GSL,1,7,13140.54,0,-80.97
110,53,GSL,2,7,7229.76,0,-29.21
110,54,GSL,3,7,10199.81,0,-48.09
110,55,GSL,4,7,5809.92,0,-20.93
110,56,GSL,5,7,11299.49,0,-56.72
120,0,ISL,0,1,11987.52,1,
120,1,ISL,1,2,11987.52,1,
120,2,ISL,2,0,11987.52,1,
120,3,ISL,3,4,11987.52,1,
120,4,ISL,4,5,11987.52,1,
120,5,ISL,5,3,11987.52,1,
120,6,ISL,0,3,11352.67,1,
120,7,ISL,1,4,12506.58,1,
120,8,ISL,2,5,7358.63,1,
120,45,GSL,0,6,11576.94,0,-59.21
120,46,GSL,1,6,708.7,1,48.93
120,47,GSL,2,6,11442.99,0,-57.99
120,48,GSL,3,6,7416.17,0,-30.31
120,49,GSL,4,6,12033.59,0,-63.73
120,50,GSL,5,6,8103.26,0,-34.41
120,51,GSL,0,7,6422.31,0,-24.5
120,52,GSL,1,7,13143.42,0,-81.06
120,53,GSL,2,7,7174.53,0,-28.89
120,54,GSL,3,7,10172.49,0,-47.9
120,55,GSL,4,7,5819.17,0,-20.98
120,56,GSL,5,7,11319.34,0,-56.89
130,0,ISL,0,1,11987.52,1,
130,1,ISL,1,2,11987.52,1,
130,2,ISL,2,0,11987.52,1,
130,3,ISL,3,4,11987.52,1,
130,4,ISL,4,5,11987.52,1,
130,5,ISL,5,3,11987.52,1,
130,6,ISL,0,3,11295.34,1,
130,7,ISL,1,4,12543.94,1,
130,8,ISL,2,5,7383.23,1,
130,45,GSL,0,6,11542.68,0,-58.89
130,46,GSL,1,6,697.4,1,50.17
130,47,GSL,2,6,11478.23,0,-58.3
130,48,GSL,3,6,7447.67,0,-30.49
130,49,GSL,4,6,12037.77,0,-63.78
130,50,GSL,5,6,8068.09,0,-34.2
130,51,GSL,0,7,6478.51,0,-24.83
130,52,GSL,1,7,13145.96,0,-81.14
130,53,GSL,2,7,7119.15,0,-28.56
130,54,GSL,3,7,10144.97,0,-47.7
130,55,GSL,4,7,5828.94,0,-21.04
130,56,GSL,5,7,11338.99,0,-57.07
140,0,ISL,0,1,11987.52,1,
140,1,ISL,1,2,11987.52,1,
140,2,ISL,2,0,11987.52,1,
140,3,ISL,3,4,11987.52,1,
140,4,ISL,4,5,11987.52,1,
140,5,ISL,5,3,11987.52,1,
140,6,ISL,0,3,11237.4,1,
140,7,ISL,1,4,12580.34,1,
140,8,ISL,2,5,7409.66,1,
140,45,GSL,0,6,11508.1,0,-58.57
140,46,GSL,1,6,692.95,1,50.68
140,47,GSL,2,6,11513.17,0,-58.62
140,48,GSL,3,6,7479.34,0,-30.68
140,49,GSL,4,6,12041.68,0,-63.82
140,50,GSL,5,6,8032.88,0,-33.99
140,51,GSL,0,7,6534.63,0,-25.15
140,52,GSL,1,7,13148.14,0,-81.2
140,53,GSL,2,7,7063.61,0,-28.24
140,54,GSL,3,7,10117.27,0,-47.5
140,55,GSL,4,7,5839.22,0,-21.1
140,56,GSL,5,7,11358.44,0,-57.24
150,0,ISL,0,1,11987.52,1,
150,1,ISL,1,2,11987.52,1,
150,2,ISL,2,0,11987.52,1,
150,3,ISL,3,4,11987.52,1,
150,4,ISL,4,5,11987.52,1,
150,5,ISL,5,3,11987.52,1,
150,6,ISL,0,3,11178.88,1,
150,7,ISL,1,4,12615.77,1,
150,8,ISL,2,5,7437.88,1,
150,45,GSL,0,6,11473.21,0,-58.26
150,46,GSL,1,6,695.48,1,50.39
150,47,GSL,2,6,11547.79,0,-58.94
150,48,GSL,3,6,7511.16,0,-30.87
150,49,GSL,4,6,12045.33,0,-63.86
150,50,GSL,5,6,7997.64,0,-33.77
150,51,GSL,0,7,6590.66,0,-25.48
150,52,GSL,1,7,13149.98,0,-81.26
150,53,GSL,2,7,7007.91,0,-27.91
150,54,GSL,3,7,10089.37,0,-47.3
150,55,GSL,4,7,5850.01,0,-21.16
150,56,GSL,5,7,11377.69,0,-57.41
160,0,ISL,0,1,11987.52,1,
160,1,ISL,1,2,11987.52,1,
160,2,ISL,2,0,11987.52,1,
160,3,ISL,3,4,11987.52,1,
160,4,ISL,4,5,11987.52,1,
160,5,ISL,5,3,11987.52,1,
160,6,ISL,0,3,11119.8,1,
160,7,ISL,1,4,12650.23,1,
160,8,ISL,2,5,7467.85,1,
160,45,GSL,0,6,11438.0,0,-57.94
160,46,GSL,1,6,704.93,1,49.34
160,47,GSL,2,6,11582.09,0,-59.25
160,48,GSL,3,6,7543.14,0,-31.06
160,49,GSL,4,6,12048.71,0,-63.89
160,50,GSL,5,6,7962.38,0,-33.56
160,51,GSL,0,7,6646.6,0,-25.8
160,52,GSL,1,7,13151.48,0,-81.31
160,53,GSL,2,7,6952.05,0,-27.59
160,54,GSL,3,7,10061.28,0,-47.1
160,55,GSL,4,7,5861.3,0,-21.23
160,56,GSL,5,7,11396.73,0,-57.57
170,0,ISL,0,1,11987.52,1,
170,1,ISL,1,2,11987.52,1,
170,2,ISL,2,0,11987.52,1,
170,3,ISL,3,4,11987.52,1,
170,4,ISL,4,5,11987.52,1,
170,5,ISL,5,3,11987.52,1,
170,6,ISL,0,3,11060.18,1,
170,7,ISL,1,4,12683.71,1,
170,8,ISL,2,5,7499.55,1,
170,45,GSL,0,6,11402.48,0,-57.62
170,46,GSL,1,6,721.02,1,47.66
170,47,GSL,2,6,11616.08,0,-59.57
170,48,GSL,3,6,7575.26,0,-31.25
170,49,GSL,4,6,12051.82,0,-63.93
170,50,GSL,5,6,7927.09,0,-33.35
170,51,GSL,0,7,6702.44,0,-26.13
170,52,GSL,1,7,13152.62,0,-81.34
170,53,GSL,2,7,6896.05,0,-27.26
170,54,GSL,3,7,10033.0,0,-46.9
170,55,GSL,4,7,5873.1,0,-21.3
170,56,GSL,5,7,11415.57,0,-57.74
180,0,ISL,0,1,11987.52,1,
180,1,ISL,1,2,11987.52,1,
180,2,ISL,2,0,11987.52,1,
180,3,ISL,3,4,11987.52,1,
180,4,ISL,4,5,11987.52,1,
180,5,ISL,5,3,11987.52,1,
180,6,ISL,0,3,11000.03,1,
180,7,ISL,1,4,12716.2,1,
180,8,ISL,2,5,7532.92,1,
180,45,GSL,0,6,11366.64,0,-57.31
180,46,GSL,1,6,743.31,1,45.52
180,47,GSL,2,6,11649.75,0,-59.89
180,48,GSL,3,6,7607.53,0,-31.44
180,49,GSL,4,6,12054.66,0,-63.96
180,50,GSL,5,6,7891.79,0,-33.14
180,51,GSL,0,7,6758.18,0,-26.45
180,52,GSL,1,7,13153.42,0,-81.37
180,53,GSL,2,7,6839.89,0,-26.93
180,54,GSL,3,7,10004.53,0,-46.7
180,55,GSL,4,7,5885.4,0,-21.37
180,56,GSL,5,7,11434.2,0,-57.91
190,0,ISL,0,1,11987.52,1,
190,1,ISL,1,2,11987.52,1,
190,2,ISL,2,0,11987.52,1,
190,3,ISL,3,4,11987.52,1,
190,4,ISL,4,5,11987.52,1,
190,5,ISL,5,3,11987.52,1,
190,6,ISL,0,3,10939.37,1,
190,7,ISL,1,4,12747.69,1,
190,8,ISL,2,5,7567.94,1,
190,45,GSL,0,6,11330.49,0,-56.99
190,46,GSL,1,6,771.28,1,43.11
190,47,GSL,2,6,11683.1,0,-60.2
190,48,GSL,3,6,7639.94,0,-31.63
190,49,GSL,4,6,12057.23,0,-63.98
190,50,GSL,5,6,7856.47,0,-32.93
190,51,GSL,0,7,6813.83,0,-26.78
190,52,GSL,1,7,13153.87,0,-81.38
190,53,GSL,2,7,6783.59,0,-26.6
190,54,GSL,3,7,9975.88,0,-46.5
190,55,GSL,4,7,5898.19,0,-21.45
190,56,GSL,5,7,11452.63,0,-58.07
200,0,ISL,0,1,11987.52,1,
200,1,ISL,1,2,11987.52,1,
200,2,ISL,2,0,11987.52,1,
200,3,ISL,3,4,11987.52,1,
200,4,ISL,4,5,11987.52,1,
200,5,ISL,5,3,11987.52,1,
200,6,ISL,0,3,10878.24,1,
200,7,ISL,1,4,12778.17,1,
200,8,ISL,2,5,7604.57,1,
200,45,GSL,0,6,11294.02,0,-56.67
200,46,GSL,1,6,804.31,1,40.56
200,47,GSL,2,6,11716.14,0,-60.52
200,48,GSL,3,6,7672.48,0,-31.83
200,49,GSL,4,6,12059.53,0,-64.01
200,50,GSL,5,6,7821.15,0,-32.71
200,51,GSL,0,7,6869.36,0,-27.1
200,52,GSL,1,7,13153.97,0,-81.38
200,53,GSL,2,7,6727.15,0,-26.27
200,54,GSL,3,7,9947.04,0,-46.3
200,55,GSL,4,7,5911.48,0,-21.52
200,56,GSL,5,7,11470.85,0,-58.24
210,0,ISL,0,1,11987.52,1,
210,1,ISL,1,2,11987.52,1,
210,2,ISL,2,0,11987.52,1,
210,3,ISL,3,4,11987.52,1,
210,4,ISL,4,5,11987.52,1,
210,5,ISL,5,3,11987.52,1,
210,6,ISL,0,3,10816.64,1,
210,7,ISL,1,4,12807.64,1,
210,8,ISL,2,5,7642.76,1,
210,45,GSL,0,6,11257.24,0,-56.36
210,46,GSL,1,6,841.82,1,37.99
210,47,GSL,2,6,11748.85,0,-60.84
210,48,GSL,3,6,7705.15,0,-32.02
210,49,GSL,4,6,12061.56,0,-64.03
210,50,GSL,5,6,7785.82,0,-32.5
210,51,GSL,0,7,6924.79,0,-27.43
210,52,GSL,1,7,13153.73,0,-81.38
210,53,GSL,2,7,6670.56,0,-25.94
210,54,GSL,3,7,9918.02,0,-46.1
210,55,GSL,4,7,5925.26,0,-21.6
210,56,GSL,5,7,11488.86,0,-58.4
220,0,ISL,0,1,11987.52,1,
220,1,ISL,1,2,11987.52,1,
220,2,ISL,2,0,11987.52,1,
220,3,ISL,3,4,11987.52,1,
220,4,ISL,4,5,11987.52,1,
220,5,ISL,5,3,11987.52,1,
220,6,ISL,0,3,10754.61,1,
220,7,ISL,1,4,12836.08,1,
220,8,ISL,2,5,7682.48,1,
220,45,GSL,0,6,11220.15,0,-56.04
220,46,GSL,1,6,883.24,1,35.47
220,47,GSL,2,6,11781.24,0,-61.15
220,48,GSL,3,6,7737.95,0,-32.22
220,49,GSL,4,6,12063.32,0,-64.05
220,50,GSL,5,6,7750.49,0,-32.29
220,51,GSL,0,7,6980.11,0,-27.75
220,52,GSL,1,7,13153.14,0,-81.36
220,53,GSL,2,7,6613.83,0,-25.61
220,54,GSL,3,7,9888.82,0,-45.89
220,55,GSL,4,7,5939.51,0,-21.69
220,56,GSL,5,7,11506.65,0,-58.56
230,0,ISL,0,1,11987.52,1,
230,1,ISL,1,2,11987.52,1,
230,2,ISL,2,0,11987.52,1,
230,3,ISL,3,4,11987.52,1,
230,4,ISL,4,5,11987.52,1,
230,5,ISL,5,3,11987.52,1,
230,6,ISL,0,3,10692.16,1,
230,7,ISL,1,4,12863.51,1,
230,8,ISL,2,5,7723.68,1,
230,45,GSL,0,6,11182.75,0,-55.72
230,46,GSL,1,6,928.02,1,33.05
230,47,GSL,2,6,11813.32,0,-61.47
230,48,GSL,3,6,7770.86,0,-32.41
230,49,GSL,4,6,12064.81,0,-64.07
230,50,GSL,5,6,7715.16,0,-32.08
230,51,GSL,0,7,7035.31,0,-28.07
230,52,GSL,1,7,13152.2,0,-81.33
230,53,GSL,2,7,6556.97,0,-25.28
230,54,GSL,3,7,9859.44,0,-45.69
230,55,GSL,4,7,5954.25,0,-21.77
230,56,GSL,5,7,11524.23,0,-58.72
240,0,ISL,0,1,11987.52,1,
240,1,ISL,1,2,11987.52,1,
240,2,ISL,2,0,11987.52,1,
240,3,ISL,3,4,11987.52,1,
240,4,ISL,4,5,11987.52,1,
240,5,ISL,5,3,11987.52,1,
240,6,ISL,0,3,10629.31,1,
240,7,ISL,1,4,12889.89,1,
240,8,ISL,2,5,7766.31,1,
240,45,GSL,0,6,11145.05,0,-55.41
240,46,GSL,1,6,975.72,1,30.76
240,47,GSL,2,6,11845.06,0,-61.78
240,48,GSL,3,6,7803.88,0,-32.61
240,49,GSL,4,6,12066.03,0,-64.08
240,50,GSL,5,6,7679.84,0,-31.87
240,51,GSL,0,7,7090.39,0,-28.39
240,52,GSL,1,7,13150.91,0,-81.29
240,53,GSL,2,7,6499.98,0,-24.95
240,54,GSL,3,7,9829.88,0,-45.49
240,55,GSL,4,7,5969.47,0,-21.86
240,56,GSL,5,7,11541.6,0,-58.88
250,0,ISL,0,1,11987.52,1,
250,1,ISL,1,2,11987.52,1,
250,2,ISL,2,0,11987.52,1,
250,3,ISL,3,4,11987.52,1,
250,4,ISL,4,5,11987.52,1,
250,5,ISL,5,3,11987.52,1,
250,6,ISL,0,3,10566.1,1,
250,7,ISL,1,4,12915.24,1,
250,8,ISL,2,5,7810.34,1,
250,45,GSL,0,6,11107.03,0,-55.09
250,46,GSL,1,6,1025.91,1,28.6
250,47,GSL,2,6,11876.49,0,-62.1
250,48,GSL,3,6,7837.01,0,-32.81
250,49,GSL,4,6,12066.98,0,-64.09
250,50,GSL,5,6,7644.54,0,-31.66
250,51,GSL,0,7,7145.35,0,-28.72
250,52,GSL,1,7,13149.27,0,-81.24
250,53,GSL,2,7,6442.85,0,-24.62
250,54,GSL,3,7,9800.14,0,-45.28
250,55,GSL,4,7,5985.15,0,-21.95
250,56,GSL,5,7,11558.76,0,-59.04
260,0,ISL,0,1,11987.52,1,
260,1,ISL,1,2,11987.52,1,
260,2,ISL,2,0,11987.52,1,
260,3,ISL,3,4,11987.52,1,
260,4,ISL,4,5,11987.52,1,
260,5,ISL,5,3,11987.52,1,
260,6,ISL,0,3,10502.54,1,
260,7,ISL,1,4,12939.54,1,
260,8,ISL,2,5,7855.72,1,
260,45,GSL,0,6,11068.71,0,-54.77
260,46,GSL,1,6,1078.24,1,26.58
260,47,GSL,2,6,11907.59,0,-62.42
260,48,GSL,3,6,7870.25,0,-33.01
260,49,GSL,4,6,12067.65,0,-64.1
260,50,GSL,5,6,7609.25,0,-31.45
260,51,GSL,0,7,7200.19,0,-29.04
260,52,GSL,1,7,13147.28,0,-81.18
260,53,GSL,2,7,6385.6,0,-24.29
260,54,GSL,3,7,9770.23,0,-45.08
260,55,GSL,4,7,6001.3,0,-22.05
260,56,GSL,5,7,11575.69,0,-59.19
270,0,ISL,0,1,11987.52,1,
270,1,ISL,1,2,11987.52,1,
270,2,ISL,2,0,11987.52,1,
270,3,ISL,3,4,11987.52,1,
270,4,ISL,4,5,11987.52,1,
270,5,ISL,5,3,11987.52,1,
270,6,ISL,0,3,10438.65,1,
270,7,ISL,1,4,12962.78,1,
270,8,ISL,2,5,7902.4,1,
270,45,GSL,0,6,11030.08,0,-54.45
270,46,GSL,1,6,1132.42,1,24.69
270,47,GSL,2,6,11938.37,0,-62.73
270,48,GSL,3,6,7903.58,0,-33.21
270,49,GSL,4,6,12068.05,0,-64.1
270,50,GSL,5,6,7573.98,0,-31.24
270,51,GSL,0,7,7254.9,0,-29.36
270,52,GSL,1,7,13144.95,0,-81.11
270,53,GSL,2,7,6328.22,0,-23.95
270,54,GSL,3,7,9740.14,0,-44.87
270,55,GSL,4,7,6017.91,0,-22.14
270,56,GSL,5,7,11592.41,0,-59.35
280,0,ISL,0,1,11987.52,1,
280,1,ISL,1,2,11987.52,1,
280,2,ISL,2,0,11987.52,1,
280,3,ISL,3,4,11987.52,1,
280,4,ISL,4,5,11987.52,1,
280,5,ISL,5,3,11987.52,1,
280,6,ISL,0,3,10374.47,1,
280,7,ISL,1,4,12984.97,1,
280,8,ISL,2,5,7950.35,1,
280,45,GSL,0,6,10991.15,0,-54.13
280,46,GSL,1,6,1188.18,1,22.93
280,47,GSL,2,6,11968.81,0,-63.05
280,48,GSL,3,6,7937.01,0,-33.41
280,49,GSL,4,6,12068.18,0,-64.1
280,50,GSL,5,6,7538.74,0,-31.03
280,51,GSL,0,7,7309.48,0,-29.68
280,52,GSL,1,7,13142.27,0,-81.03
280,53,GSL,2,7,6270.72,0,-23.62
280,54,GSL,3,7,9709.89,0,-44.66
280,55,GSL,4,7,6034.98,0,-22.24
280,56,GSL,5,7,11608.91,0,-59.5
290,0,ISL,0,1,11987.52,1,
290,1,ISL,1,2,11987.52,1,
290,2,ISL,2,0,11987.52,1,
290,3,ISL,3,4,11987.52,1,
290,4,ISL,4,5,11987.52,1,
290,5,ISL,5,3,11987.52,1,
290,6,ISL,0,3,10310.03,1,
290,7,ISL,1,4,13006.09,1,
290,8,ISL,2,5,7999.5,1,
290,45,GSL,0,6,10951.91,0,-53.82
290,46,GSL,1,6,1245.31,1,21.28
290,47,GSL,2,6,11998.94,0,-63.36
290,48,GSL,3,6,7970.52,0,-33.61
290,49,GSL,4,6,12068.03,0,-64.1
290,50,GSL,5,6,7503.53,0,-30.83
290,51,GSL,0,7,7363.92,0,-30.0
290,52,GSL,1,7,13139.24,0,-80.93
290,53,GSL,2,7,6213.1,0,-23.28
290,54,GSL,3,7,9679.46,0,-44.46
290,55,GSL,4,7,6052.49,0,-22.35
