t_s,delivered_images,utility,backlog_bits,n_active,n_dropped
0,17482.3,0.1291,16565296889,8,0
30,34964.6,0.2581,16368376305,8,0
60,52446.9,0.3872,16171455722,8,0
90,69929.2,0.5163,15974535138,8,0
120,87411.5,0.6453,15777614555,8,0
150,104893.8,0.7744,15580693971,8,0
180,122376.1,0.9035,15383773388,8,0
210,139858.4,1.0325,15186852804,8,0
240,157340.7,1.1616,14989932221,8,0
270,174823.0,1.2906,14793011637,8,0
300,192305.3,1.4197,14596091054,8,0
330,209787.6,1.5488,14399170470,8,0
360,227269.8,1.6778,14202249887,8,0
390,244752.1,1.8069,14005329303,8,0
420,262234.4,1.936,13808408720,8,0
450,279716.7,2.065,13611488137,8,0
480,297199.0,2.1941,13414567553,8,0
510,314681.3,2.3232,13217646970,8,0
540,332163.6,2.4522,13020726386,8,0
570,349645.9,2.5813,12823805803,8,0
600,367128.2,2.7104,12626885219,8,0
630,384610.5,2.8394,12429964636,8,0
660,402092.8,2.9685,12233044052,8,0
690,419575.1,3.0976,12036123469,8,0
720,437057.4,3.2266,11839202885,8,0
750,454539.7,3.3557,11642282302,8,0
780,472022.0,3.4847,11445361718,8,0
810,489504.3,3.6138,11248441135,8,0
840,506986.6,3.7429,11051520551,8,0
870,524468.9,3.8719,10854599968,8,0
900,541951.2,4.001,10657679384,8,0
930,559433.5,4.1301,10460758801,8,0
960,576915.8,4.2591,10263838218,8,0
990,594398.1,4.3882,10066917634,8,0
1020,611880.4,4.5173,9869997051,8,0
1050,629362.7,4.6463,9673076467,8,0
1080,646845.0,4.7754,9476155884,8,0
1110,664327.3,4.9045,9279235300,8,0
1140,681809.5,5.0335,9082314717,8,0
1170,699291.8,5.1626,8885394133,8,0
1200,716774.1,5.2916,8688473550,8,0
1230,734256.4,5.4207,8491552966,8,0
1260,751738.7,5.5498,8294632383,8,0
1290,769221.0,5.6788,8097711799,8,0
1320,786703.3,5.8079,7900791216,8,0
1350,804185.6,5.937,7703870632,8,0
1380,821667.9,6.066,7506950049,8,0
1410,839150.2,6.1951,7310029466,8,0
1440,855067.9,6.2866,7130732478,8,0
1470,867688.0,6.3407,6988580128,5,0
1500,880308.0,6.3948,6846427778,5,0
1530,892928.1,6.4489,6704275428,5,0
1560,905548.2,6.503,6562123078,5,0
1590,918168.2,6.5571,6419970728,5,0
1620,930788.3,6.6113,6277818378,5,0
1650,943408.3,6.6654,6135666027,5,0
1680,956028.4,6.7195,5993513677,5,0
1710,968648.5,6.7736,5851361327,5,0
1740,981268.5,6.8277,5709208977,5,0
1770,993888.6,6.8818,5567056627,5,0
1800,1014730.9,6.9788,27343417226,13,0
1830,1035573.3,7.0757,27108648992,13,0
1860,1056415.6,7.1726,26873880759,13,0
1890,1077258.0,7.2696,26639112526,13,0
1920,1098100.3,7.3665,26404344292,13,0
1950,1118942.7,7.4635,26169576059,13,0
1980,1139785.0,7.5604,25934807825,13,0
2010,1160627.4,7.657,25700039592,13,0
2040,1181469.7,7.7528,25465271359,13,0
2070,1202312.1,7.8478,25230503125,13,0
2100,1223154.4,7.942,24995734892,13,0
2130,1243996.8,8.0357,24760966658,13,0
2160,1264839.1,8.1287,24526198425,13,0
2190,1285681.5,8.2213,24291430192,13,0
2220,1306523.8,8.3133,24056661958,13,0
2250,1327366.2,8.405,23821893725,13,0
2280,1348208.5,8.4962,23587125492,13,0
2310,1369050.9,8.5826,23352357258,13,0
2340,1389893.2,8.6672,23117589025,12,0
2370,1410735.6,8.7516,22882820791,12,0
2400,1431577.9,8.8357,22648052558,12,0
2430,1452420.3,8.9196,22413284325,12,0
2460,1473262.6,9.0033,22178516091,12,0
2490,1494105.0,9.0867,21943747858,12,0
2520,1514947.3,9.17,21708979624,12,0
2550,1535789.7,9.2532,21474211391,12,0
2580,1556632.0,9.3362,21239443158,12,0
2610,1577474.4,9.419,21004674924,12,0
2640,1598316.7,9.5018,20769906691,12,0
2670,1619159.1,9.5843,20535138458,12,0
2700,1640001.4,9.6648,20300370224,11,0
2730,1660843.8,9.7444,20065601991,11,0
2760,1681686.1,9.8232,19830833757,11,0
2790,1702528.5,9.9013,19596065524,11,0
2820,1723370.8,9.9787,19361297291,11,0
2850,1744213.2,10.0556,19126529057,11,0
2880,1765055.5,10.1319,18891760824,11,0
2910,1785897.9,10.2078,18656992590,11,0
2940,1806740.2,10.2832,18422224357,11,0
2970,1827582.6,10.3583,18187456124,11,0
3000,1848424.9,10.433,17952687890,11,0
3030,1868444.2,10.5024,17727190696,11,0
3060,1886855.4,10.5619,17519806579,10,0
3090,1905266.7,10.6211,17312422462,10,0
3120,1923677.9,10.68,17105038346,10,0
3150,1942089.1,10.7398,16897654229,10,0
3180,1960500.4,10.8035,16690270112,9,0
3210,1978911.6,10.8671,16482885995,9,0
3240,1997322.8,10.9305,16275501879,9,0
3270,2015734.1,10.9937,16068117762,9,0
3300,2034145.3,11.0639,15860733645,9,0
3330,2052556.5,11.136,15653349529,8,0
3360,2070967.8,11.2081,15445965412,8,0
3390,2089379.0,11.2802,15238581295,8,0
3420,2107790.2,11.3523,15031197179,8,0
3450,2126201.5,11.4274,14823813062,8,0
3480,2144612.7,11.5028,14616428945,8,0
3510,2163023.9,11.5782,14409044829,8,0
3540,2181435.2,11.6536,14201660712,8,0
3570,2199846.4,11.729,13994276595,8,0
3600,2220688.7,11.8171,33561102218,16,0
3630,2241531.1,11.9052,33326333984,16,0
3660,2262373.4,11.9934,33091565751,16,0
3690,2283215.8,12.0811,32856797518,16,0
3720,2304058.1,12.1662,32622029284,16,0
3750,2324900.5,12.2486,32387261051,16,0
3780,2345742.8,12.3281,32152492817,16,0
3810,2366585.2,12.405,31917724584,16,0
3840,2387427.5,12.4796,31682956351,16,0
3870,2408269.9,12.5521,31448188117,16,0
3900,2429112.2,12.6228,31213419884,16,0
