t_s,delivered_images,utility,backlog_bits,n_active
16170,12809971.0,62.2545,0,0
16200,12809971.0,62.2545,0,0
16230,12809971.0,62.2545,0,0
16260,12809971.0,62.2545,0,0
16290,12809971.0,62.2545,0,0
16320,12809971.0,62.2545,0,0
16350,12809971.0,62.2545,0,0
16380,12809971.0,62.2545,0,0
16410,12809971.0,62.2545,0,0
16440,12809971.0,62.2545,0,0
16470,12809971.0,62.2545,0,0
16500,12809971.0,62.2545,0,0
16530,12809971.0,62.2545,0,0
16560,12809971.0,62.2545,0,0
16590,12809971.0,62.2545,0,0
16620,12809971.0,62.2545,0,0
16650,12809971.0,62.2545,0,0
16680,12809971.0,62.2545,0,0
16710,12809971.0,62.2545,0,0
16740,12809971.0,62.2545,0,0
16770,12809971.0,62.2545,0,0
16800,12809971.0,62.2545,0,0
16830,12809971.0,62.2545,0,0
16860,12809971.0,62.2545,0,0
16890,12809971.0,62.2545,0,0
16920,12809971.0,62.2545,0,0
16950,12809971.0,62.2545,0,0
16980,12809971.0,62.2545,0,0
17010,12809971.0,62.2545,0,0
17040,12809971.0,62.2545,0,0
17070,12809971.0,62.2545,0,0
17100,12809971.0,62.2545,0,0
17130,12809971.0,62.2545,0,0
17160,12809971.0,62.2545,0,0
17190,12809971.0,62.2545,0,0
17220,12809971.0,62.2545,0,0
17250,12809971.0,62.2545,0,0
17280,12809971.0,62.2545,0,0
17310,12809971.0,62.2545,0,0
17340,12809971.0,62.2545,0,0
17370,12809971.0,62.2545,0,0
17400,12809971.0,62.2545,0,0
17430,12809971.0,62.2545,0,0
17460,12809971.0,62.2545,0,0
17490,12809971.0,62.2545,0,0
17520,12809971.0,62.2545,0,0
17550,12809971.0,62.2545,0,0
17580,12809971.0,62.2545,0,0
17610,12809971.0,62.2545,0,0
17640,12809971.0,62.2545,0,0
17670,12809971.0,62.2545,0,0
17700,12809971.0,62.2545,0,0
17730,12809971.0,62.2545,0,0
17760,12809971.0,62.2545,0,0
17790,12809971.0,62.2545,0,0
17820,12809971.0,62.2545,0,0
17850,12809971.0,62.2545,0,0
17880,12809971.0,62.2545,0,0
17910,12809971.0,62.2545,0,0
17940,12809971.0,62.2545,0,0
17970,12809971.0,62.2545,0,0
18000,12809971.0,62.2545,0,0
