t_s,delivered_images,utility,backlog_bits,n_active
2490,1795225.5,8.2032,1159495370,11
2520,1821967.8,8.2883,1140668790,11
2550,1848710.1,8.3733,1121842209,11
2580,1875452.4,8.4582,1103015629,11
2610,1902194.7,8.5429,1084189049,11
2640,1928937.0,8.6276,1065362469,11
2670,1955679.3,8.7122,1046535888,11
2700,1982421.6,8.7961,1027709308,11
2730,2009163.9,8.8792,1008882728,11
2760,2035906.2,8.9617,990056148,11
2790,2062648.5,9.0436,971229567,11
2820,2089390.8,9.125,952402987,11
2850,2116133.1,9.2059,933576407,11
2880,2142875.5,9.2864,914749827,11
2910,2169617.8,9.3665,895923247,11
2940,2196360.1,9.4463,877096666,11
2970,2223102.4,9.5257,858270086,11
3000,2249844.7,9.6048,839443506,11
3030,2275763.9,9.6797,821196366,11
3060,2300075.1,9.7464,804081293,10
3090,2324386.3,9.8129,786966220,10
3120,2348697.4,9.8791,769851147,10
3150,2372523.1,9.9452,753077895,10
3180,2394403.1,10.011,737674329,9
3210,2416283.2,10.0767,722270764,9
3240,2438163.3,10.1423,706867198,9
3270,2460043.3,10.2077,691463632,9
3300,2480019.3,10.2724,677400576,9
3330,2499468.2,10.3369,663708518,8
3360,2518917.2,10.4013,650016460,8
3390,2538366.1,10.4658,636324401,8
3420,2557815.1,10.5303,622632343,8
3450,2577264.0,10.5947,608940285,8
3480,2596713.0,10.6592,595248226,8
3510,2616161.9,10.7236,581556168,8
3540,2635610.8,10.7881,567864110,8
3570,2655059.8,10.8526,554172051,8
3600,2693957.7,11.0106,1764387550,16
3630,2732855.6,11.1687,1737003434,16
3660,2771753.5,11.3267,1709619317,16
3690,2810651.4,11.4845,1682235200,16
3720,2849549.3,11.6403,1654851084,16
3750,2888447.1,11.7939,1627466967,16
3780,2927345.0,11.9453,1600082850,16
3810,2966242.9,12.0947,1572698734,16
3840,3005140.8,12.2424,1545314617,16
3870,3044038.7,12.3884,1517930500,16
3900,3082936.6,12.533,1490546384,16
3930,3121834.5,12.6762,1463162267,16
3960,3160732.4,12.8182,1435778150,16
3990,3199630.3,12.9592,1408394033,16
4020,3238528.2,13.0992,1381009917,16
4050,3277426.1,13.2383,1353625800,16
4080,3316324.0,13.3762,1326241683,16
4110,3355221.9,13.5123,1298857567,16
4140,3392153.4,13.6458,1272857758,16
4170,3428620.2,13.7778,1247185149,15
4200,3465087.0,13.9086,1221512539,15
4230,3501553.7,14.0383,1195839930,15
4260,3538020.5,14.1671,1170167321,15
4290,3574487.3,14.2951,1144494711,15
4320,3610954.1,14.4216,1118822102,15
4350,3647420.8,14.5468,1093149492,15
4380,3683297.3,14.67,1067892450,15
4410,3717333.0,14.7906,1043931347,14
4440,3751368.6,14.9097,1019970245,14
4470,3785404.3,15.0274,996009143,14
4500,3819439.9,15.1438,972048041,14
4530,3853475.6,15.2591,948086939,14
4560,3887511.3,15.3734,924125837,14
4590,3919354.8,15.4829,901707988,14
4620,3950959.3,15.5911,879458394,13
4650,3982563.9,15.6985,857208799,13
4680,4014168.4,15.8053,834959204,13
4710,4045772.9,15.9115,812709609,13
4740,4076801.8,16.017,790865316,13
4770,4105975.2,16.1218,770327229,12
4800,4135148.6,16.2263,749789141,12
4830,4164322.0,16.3303,729251054,12
4860,4193495.4,16.434,708712966,12
4890,4222668.9,16.5373,688174879,12
4920,4251842.3,16.6404,667636791,12
4950,4279631.2,16.7427,648073421,12
4980,4306373.5,16.8445,629246841,11
5010,4333115.8,16.9461,610420260,11
5040,4359419.2,17.0475,591902663,11
5070,4383730.4,17.1482,574787590,10
5100,4408041.5,17.2488,557672517,10
5130,4431726.5,17.3494,540998325,10
5160,4453606.5,17.4497,525594759,9
5190,4475064.2,17.5458,510488556,9
5220,4494513.2,17.6226,496796497,8
5250,4513962.1,17.6989,483104439,8
5280,4533411.1,17.7747,469412381,8
5310,4550782.1,17.8379,457183137,8
5340,4567800.0,17.8986,445202586,7
5370,4584817.8,17.959,433222035,7
5400,4621259.2,18.112,1492448144,15
5430,4655294.9,18.2618,1468487042,14
5460,4689330.6,18.4117,1444525940,14
5490,4723366.2,18.5615,1420564838,14
5520,4757401.9,18.7111,1396603736,14
5550,4791437.5,18.86,1372642634,14
5580,4825473.2,19.0083,1348681532,14
5610,4859508.8,19.1561,1324720430,14
5640,4893544.5,19.3035,1300759327,14
5670,4927580.2,19.4504,1276798225,14
5700,4961615.8,19.5969,1252837123,14
5730,4995651.5,19.7421,1228876021,14
5760,5029687.1,19.8857,1204914919,14
5790,5063722.8,20.0277,1180953817,14
5820,5097758.4,20.1684,1156992715,14
5850,5131794.1,20.3078,1133031613,14
5880,5165829.8,20.4461,1109070511,14
5910,5199865.4,20.5834,1085109408,14
5940,5233901.1,20.7197,1061148306,14
5970,5267358.3,20.8534,1037594444,14
6000,5298962.8,20.9815,1015344849,13
6030,5330567.3,21.1088,993095254,13
6060,5359947.1,21.2301,972411933,13
6090,5389120.5,21.3494,951873845,12
6120,5418293.9,21.4675,931335758,12
6150,5447467.3,21.5843,910797670,12
6180,5476640.7,21.7001,890259583,12
6210,5505814.1,21.8149,869721495,12
6240,5534987.6,21.9289,849183408,12
6270,5564161.0,22.042,828645320,12
6300,5593334.4,22.1544,808107232,12
6330,5622507.8,22.2662,787569145,12
6360,5651681.2,22.3774,767031057,12
6390,5680854.7,22.488,746492970,12
6420,5710028.1,22.5982,725954882,12
6450,5739201.5,22.7079,705416795,12
6480,5768140.5,22.816,685043779,12
6510,5794882.8,22.9124,666217199,11
6540,5821625.1,23.0085,647390618,11
6570,5848367.4,23.1043,628564038,11
6600,5875109.7,23.1999,609737458,11
6630,5901852.0,23.2952,590910878,11
6660,5928594.3,23.3902,572084297,11
6690,5955336.6,23.4851,553257717,11
6720,5982078.9,23.5798,534431137,11
6750,6008821.2,23.6744,515604557,11
6780,6035563.5,23.7688,496777977,11
6810,6062305.8,23.8631,477951396,11
6840,6089048.1,23.9572,459124816,11
6870,6115790.4,24.0513,440298236,11
6900,6142532.7,24.1452,421471656,11
6930,6169275.0,24.2391,402645075,11
6960,6196017.3,24.3328,383818495,11
6990,6222759.6,24.4265,364991915,11
7020,6249501.9,24.5202,346165335,11
7050,6275342.5,24.6137,327973569,11
7080,6299653.6,24.7072,310858496,10
7110,6321598.9,24.8004,295409059,10
7140,6343478.9,24.8936,280005494,9
7170,6365359.0,24.9867,264601928,9
7200,6406024.7,25.1785,1343903838,17
7230,6444922.6,25.3703,1316519722,16
7260,6483820.5,25.562,1289135605,16
7290,6522718.4,25.7537,1261751488,16
7320,6561616.3,25.9455,1234367372,16
7350,6600514.1,26.137,1206983255,16
7380,6639000.1,26.3242,1179889135,16
7410,6675466.9,26.4953,1154216526,15
7440,6711933.7,26.6653,1128543916,15
7470,6748400.4,26.8344,1102871307,15
7500,6784867.2,27.0026,1077198697,15
7530,6821334.0,27.1702,1051526088,15
7560,6857800.8,27.337,1025853479,15
7590,6891860.8,27.4866,1001875225,15
7620,6925896.4,27.635,977914123,14
7650,6959932.1,27.7825,953953021,14
7680,6993814.6,27.9282,930099708,14
7710,7023222.0,28.0535,909396962,13
7740,7052395.4,28.1777,888858875,12
7770,7079667.3,28.2973,869659419,12
7800,7104630.0,28.4134,852085665,11
7830,7128941.2,28.5286,834970592,10
7860,7153252.4,28.6435,817855519,10
7890,7177563.6,28.7583,800740446,10
7920,7201874.8,28.8728,783625373,10
7950,7226186.0,28.9872,766510301,10
7980,7250497.1,29.1013,749395228,10
8010,7273769.9,29.2095,733011196,10
8040,7295650.0,29.3095,717607631,9
8070,7317530.0,29.4094,702204065,9
8100,7339410.1,29.5092,686800500,9
8130,7361290.2,29.6088,671396934,9
8160,7383029.2,29.7084,656092635,9
8190,7402478.2,29.8071,642400576,8
8220,7421927.1,29.9058,628708518,8
8250,7441376.1,30.0046,615016460,8
8280,7460825.0,30.1033,601324401,8
8310,7480274.0,30.202,587632343,8
8340,7499722.9,30.3007,573940284,8
8370,7519171.9,30.3995,560248226,8
8400,7538620.8,30.4982,546556168,8
8430,7558069.8,30.5969,532864109,8
8460,7577518.7,30.6957,519172051,8
8490,7596967.6,30.7944,505479993,8
8520,7616416.6,30.8931,491787934,8
8550,7635865.5,30.9918,478095876,8
8580,7655314.5,31.0906,464403818,8
8610,7674763.4,31.1893,450711759,8
8640,7694212.4,31.288,437019701,8
8670,7713661.3,31.3868,423327643,8
8700,7733110.3,31.4855,409635584,8
8730,7752559.2,31.5842,395943526,8
8760,7770218.6,31.6716,383511305,8
8790,7784805.3,31.7395,373242261,6
8820,7799392.0,31.8074,362973217,6
8850,7813978.8,31.8754,352704173,6
8880,7828565.5,31.9433,342435130,6
8910,7843152.2,32.0112,332166086,6
8940,7857738.9,32.0792,321897042,6
8970,7872325.6,32.1471,311627998,6
9000,7905974.0,32.3244,1214575977,14
9030,7937578.6,32.485,1192326382,13
9060,7969183.1,32.6448,1170076788,13
9090,8000787.6,32.8038,1147827193,13
9120,8032392.2,32.9619,1125577598,13
9150,8063996.7,33.1194,1103328003,13
9180,8095601.3,33.2762,1081078408,13
9210,8127205.8,33.4325,1058828813,13
9240,8158810.3,33.5882,1036579219,13
9270,8190414.9,33.7434,1014329624,13
9300,8222019.4,33.8982,992080029,13
9330,8253624.0,34.0527,969830434,13
9360,8285228.5,34.2068,947580839,13
9390,8316833.0,34.3605,925331245,13
9420,8348437.6,34.514,903081650,13
9450,8380042.1,34.6672,880832055,13
9480,8411646.6,34.8196,858582460,13
9510,8443251.2,34.9705,836332865,13
9540,8474855.7,35.1198,814083271,13
9570,8506283.8,35.2671,791957907,13
9600,8535457.2,35.4041,771419820,12
9630,8564630.6,35.541,750881732,12
9660,8593142.2,35.6774,730809566,12
9690,8619884.5,35.813,711982986,11
9720,8646626.8,35.9485,693156406,11
9750,8673369.1,36.084,674329825,11
9780,8700111.4,36.2196,655503245,11
9810,8726853.7,36.3548,636676665,11
9840,8753596.0,36.4892,617850085,11
9870,8780338.3,36.6231,599023504,11
9900,8807080.6,36.7564,580196924,11
9930,8833822.9,36.8891,561370344,11
9960,8860565.2,37.0214,542543764,11
9990,8887307.5,37.1533,523717183,11
10020,8914049.8,37.2848,504890603,11
10050,8940792.1,37.4159,486064023,11
10080,8967534.5,37.5468,467237443,11
10110,8994276.8,37.6773,448410863,11
10140,9021019.1,37.8076,429584282,11
10170,9047761.4,37.9375,410757702,11
10200,9074503.7,38.0662,391931122,11
10230,9101246.0,38.1936,373104542,11
10260,9127988.3,38.3201,354277961,11
10290,9154730.6,38.4455,335451381,11
10320,9181472.9,38.5701,316624801,11
10350,9206349.1,38.6924,299111943,11
10380,9228229.1,38.8087,283708377,9
10410,9247673.8,38.9136,270019373,9
10440,9263679.8,38.9938,258751128,7
10470,9278266.5,39.0641,248482084,6
10500,9292853.2,39.1345,238213040,6
10530,9307439.9,39.2049,227943996,6
10560,9322026.6,39.2753,217674953,6
10590,9336613.3,39.3457,207405909,6
10620,9351200.0,39.4161,197136865,6
10650,9365786.8,39.4865,186867821,6
10680,9380373.5,39.5569,176598778,6
10710,9394960.2,39.6273,166329734,6
10740,9409027.9,39.6962,156426052,6
10770,9421183.5,39.7597,147868516,5
10800,9452788.0,39.9111,1323723433,13
10830,9484392.6,40.0623,1301473838,13
10860,9515997.1,40.2124,1279224244,13
10890,9547601.6,40.3614,1256974649,13
10920,9579206.2,40.5094,1234725054,13
10950,9610810.7,40.6567,1212475459,13
10980,9640320.3,40.7968,1191700693,13
11010,9669493.8,40.936,1171162605,12
11040,9698667.2,41.0751,1150624518,12
11070,9727162.3,41.211,1130563941,12
11100,9753904.6,41.3385,1111737361,11
11130,9780646.9,41.4661,1092910780,11
11160,9807389.2,41.5936,1074084200,11
11190,9834131.5,41.7211,1055257620,11
11220,9860873.8,41.8486,1036431040,11
11250,9887616.1,41.9762,1017604460,11
11280,9914358.4,42.1037,998777879,11
11310,9939396.5,42.2202,981151076,11
11340,9963707.7,42.332,964036003,10
11370,9987748.4,42.4421,947111338,10
11400,10009628.5,42.5387,931707772,9
11430,10031508.5,42.6353,916304206,9
11460,10053388.6,42.7318,900900641,9
11490,10075268.7,42.8284,885497075,9
11520,10097148.7,42.925,870093509,9
11550,10119028.8,43.0216,854689944,9
11580,10140908.8,43.1182,839286378,9
11610,10162788.9,43.2147,823882812,9
11640,10184669.0,43.3113,808479247,9
11670,10206549.0,43.4079,793075681,9
11700,10228429.1,43.5045,777672116,9
11730,10250309.2,43.6011,762268550,9
11760,10272189.2,43.6976,746864984,9
11790,10292488.2,43.7883,732574528,9
11820,10311937.1,43.8762,718882470,8
11850,10331386.1,43.9641,705190412,8
11880,10350835.0,44.052,691498353,8
11910,10370284.0,44.1399,677806295,8
11940,10389732.9,44.2278,664114236,8
11970,10409181.9,44.3157,650422178,8
12000,10428630.8,44.4036,636730120,8
12030,10448079.8,44.4915,623038061,8
12060,10467528.7,44.5794,609346003,8
12090,10486977.6,44.6673,595653945,8
12120,10506426.6,44.7552,581961886,8
12150,10525875.5,44.8431,568269828,8
12180,10545324.5,44.931,554577770,8
12210,10564773.4,45.0189,540885711,8
12240,10584222.4,45.1068,527193653,8
12270,10603671.3,45.1947,513501595,8
12300,10623120.3,45.2826,499809536,8
12330,10641407.1,45.363,486935633,8
12360,10658424.9,45.4352,474955082,7
12390,10675442.7,45.5074,462974531,7
12420,10692460.6,45.5795,450993980,7
12450,10709478.4,45.6517,439013429,7
12480,10726496.2,45.7239,427032878,7
12510,10743514.0,45.796,415052327,7
12540,10760531.9,45.8682,403071776,7
12570,10777549.7,45.9404,391091225,7
12600,10812506.2,46.1065,1406215184,15
12630,10846541.9,46.2649,1382254082,14
12660,10880577.6,46.4225,1358292980,14
12690,10914613.2,46.5792,1334331878,14
12720,10948648.9,46.7351,1310370776,14
12750,10980949.7,46.8815,1287630979,14
12780,11012554.3,47.0236,1265381384,13
12810,11044158.8,47.1652,1243131789,13
12840,11075763.3,47.3063,1220882195,13
12870,11107367.9,47.4469,1198632600,13
12900,11138972.4,47.5867,1176383005,13
12930,11170577.0,47.7259,1154133410,13
12960,11202181.5,47.8643,1131883815,13
12990,11233786.0,48.0022,1109634221,13
13020,11264893.7,48.1374,1087734425,13
13050,11294067.1,48.2634,1067196337,12
13080,11323240.5,48.3891,1046658250,12
13110,11352414.0,48.5143,1026120162,12
13140,11381587.4,48.6392,1005582075,12
13170,11410760.8,48.7638,985043987,12
13200,11439934.2,48.8881,964505900,12
13230,11469107.6,49.0121,943967812,12
13260,11498281.1,49.1359,923429725,12
13290,11527454.5,49.2595,902891637,12
13320,11556627.9,49.3828,882353550,12
13350,11585801.3,49.506,861815462,12
13380,11614974.7,49.6291,841277375,12
13410,11644148.1,49.752,820739287,12
13440,11673321.6,49.8748,800201200,12
13470,11702495.0,49.9974,779663112,12
13500,11731668.4,50.12,759125024,12
13530,11760841.8,50.2424,738586937,12
13560,11790015.2,50.3648,718048849,12
13590,11819188.7,50.4871,697510762,12
13620,11848362.1,50.6093,676972674,12
13650,11877535.5,50.7315,656434587,12
13680,11906708.9,50.8536,635896499,12
13710,11935882.3,50.9756,615358412,12
13740,11965055.8,51.0976,594820324,12
13770,11994229.2,51.2194,574282237,12
13800,12023402.6,51.3401,553744149,12
13830,12052576.0,51.4598,533206062,12
13860,12081749.4,51.5786,512667974,12
13890,12110922.9,51.6965,492129887,12
13920,12140096.3,51.8137,471591799,12
13950,12168351.2,51.9278,451700365,12
13980,12195093.5,52.038,432873785,11
14010,12221835.8,52.1483,414047204,11
14040,12245274.4,52.2469,397546424,11
14070,12267154.4,52.332,382142859,9
14100,12289034.5,52.417,366739293,9
14130,12309764.3,52.5004,352145504,9
14160,12329213.3,52.5818,338453446,8
14190,12348662.2,52.6632,324761388,8
14220,12366184.1,52.7284,312425948,8
14250,12380770.9,52.7727,302156904,6
14280,12395357.6,52.8169,291887860,6
14310,12409944.3,52.8612,281618816,6
14340,12424531.0,52.9055,271349773,6
14370,12439117.7,52.9497,261080729,6
14400,12453704.4,52.994,250811685,6
14430,12468291.1,53.0382,240542641,6
14460,12482384.3,53.0825,230621059,6
14490,12494539.9,53.1267,222063522,5
14520,12506695.5,53.1709,213505986,5
14550,12518699.2,53.214,205055323,5
14580,12528423.7,53.2395,198209293,4
14610,12538148.2,53.2644,191363264,4
14640,12546983.5,53.2871,185143206,4
14670,12554276.8,53.307,180008684,3
14700,12561570.2,53.3269,174874163,3
14730,12568863.6,53.3468,169739641,3
14760,12576156.9,53.3667,164605119,3
14790,12583450.3,53.3866,159470597,3
14820,12590743.6,53.4065,154336075,3
14850,12598037.0,53.4264,149201553,3
14880,12605330.3,53.4463,144067031,3
14910,12612623.7,53.4661,138932509,3
14940,12619917.0,53.486,133797987,3
14970,12627210.4,53.5059,128663466,3
15000,12634503.8,53.5258,123528944,3
15030,12641797.1,53.5457,118394422,3
15060,12649090.5,53.5656,113259900,3
15090,12656383.8,53.5855,108125378,3
15120,12663677.2,53.6054,102990856,3
15150,12670970.5,53.6253,97856334,3
15180,12678263.9,53.645,92721812,3
15210,12685557.2,53.6639,87587291,3
15240,12692850.6,53.6821,82452769,3
15270,12700143.9,53.6997,77318247,3
15300,12707437.3,53.7164,72183725,3
15330,12714730.7,53.7322,67049203,3
15360,12722024.0,53.7474,61914681,3
15390,12729317.4,53.7619,56780159,3
15420,12736610.7,53.7758,51645637,3
15450,12743904.1,53.7891,46511116,3
15480,12751197.4,53.802,41376594,3
15510,12758490.8,53.8144,36242072,3
15540,12763040.7,53.8205,33038922,3
15570,12765471.8,53.8218,31327415,1
15600,12767902.9,53.8229,29615907,1
15630,12770334.1,53.8239,27904400,1
15660,12772765.2,53.8248,26192893,1
15690,12775196.3,53.8256,24481385,1
15720,12777627.4,53.8264,22769878,1
15750,12780058.5,53.8271,21058371,1
15780,12782489.7,53.8277,19346864,1
15810,12784920.8,53.8282,17635356,1
15840,12787351.9,53.8287,15923849,1
15870,12789783.0,53.8292,14212342,1
15900,12792214.1,53.8296,12500834,1
15930,12794645.3,53.83,10789327,1
15960,12797076.4,53.8303,9077820,1
15990,12799507.5,53.8306,7366313,1
16020,12801938.6,53.8309,5654805,1
16050,12804369.7,53.8312,3943298,1
16080,12806800.8,53.8314,2231791,1
16110,12809232.0,53.8316,520283,1
16140,12809971.0,53.8316,0,1
16170,12809971.0,53.8316,0,0
16200,12809971.0,53.8316,0,0
16230,12809971.0,53.8316,0,0
16260,12809971.0,53.8316,0,0
16290,12809971.0,53.8316,0,0
16320,12809971.0,53.8316,0,0
16350,12809971.0,53.8316,0,0
16380,12809971.0,53.8316,0,0
16410,12809971.0,53.8316,0,0
16440,12809971.0,53.8316,0,0
16470,12809971.0,53.8316,0,0
16500,12809971.0,53.8316,0,0
16530,12809971.0,53.8316,0,0
16560,12809971.0,53.8316,0,0
16590,12809971.0,53.8316,0,0
16620,12809971.0,53.8316,0,0
16650,12809971.0,53.8316,0,0
16680,12809971.0,53.8316,0,0
16710,12809971.0,53.8316,0,0
16740,12809971.0,53.8316,0,0
16770,12809971.0,53.8316,0,0
16800,12809971.0,53.8316,0,0
16830,12809971.0,53.8316,0,0
16860,12809971.0,53.8316,0,0
16890,12809971.0,53.8316,0,0
16920,12809971.0,53.8316,0,0
16950,12809971.0,53.8316,0,0
16980,12809971.0,53.8316,0,0
17010,12809971.0,53.8316,0,0
17040,12809971.0,53.8316,0,0
17070,12809971.0,53.8316,0,0
17100,12809971.0,53.8316,0,0
17130,12809971.0,53.8316,0,0
17160,12809971.0,53.8316,0,0
17190,12809971.0,53.8316,0,0
17220,12809971.0,53.8316,0,0
17250,12809971.0,53.8316,0,0
17280,12809971.0,53.8316,0,0
17310,12809971.0,53.8316,0,0
17340,12809971.0,53.8316,0,0
17370,12809971.0,53.8316,0,0
17400,12809971.0,53.8316,0,0
17430,12809971.0,53.8316,0,0
17460,12809971.0,53.8316,0,0
17490,12809971.0,53.8316,0,0
17520,12809971.0,53.8316,0,0
17550,12809971.0,53.8316,0,0
17580,12809971.0,53.8316,0,0
17610,12809971.0,53.8316,0,0
17640,12809971.0,53.8316,0,0
17670,12809971.0,53.8316,0,0
17700,12809971.0,53.8316,0,0
17730,12809971.0,53.8316,0,0
17760,12809971.0,53.8316,0,0
17790,12809971.0,53.8316,0,0
17820,12809971.0,53.8316,0,0
17850,12809971.0,53.8316,0,0
17880,12809971.0,53.8316,0,0
17910,12809971.0,53.8316,0,0
17940,12809971.0,53.8316,0,0
17970,12809971.0,53.8316,0,0
18000,12809971.0,53.8316,0,0
