gs,sat,start_s,end_s,duration_s
New-York,880,13470,13590,120
New-York,881,1020,1260,240
New-York,881,7050,7380,330
New-York,881,13290,13410,120
New-York,882,870,1080,210
New-York,882,6870,7200,330
New-York,882,13110,13230,120
New-York,883,690,900,210
New-York,883,6690,7020,330
New-York,883,12900,13050,150
New-York,884,6390,6750,360
New-York,884,12540,12780,240
New-York,885,6210,6570,360
New-York,885,12360,12600,240
New-York,886,6030,6390,360
New-York,886,12180,12420,240
New-York,887,5850,6210,360
New-York,887,12000,12270,270
New-York,888,5700,6030,330
New-York,888,11790,12090,300
New-York,889,5520,5850,330
New-York,889,11610,11910,300
New-York,889,17880,17910,30
New-York,890,5340,5670,330
New-York,890,11430,11730,300
New-York,890,17700,17730,30
New-York,891,5160,5460,300
New-York,891,11250,11550,300
New-York,891,17520,17550,30
New-York,892,4980,5280,300
New-York,892,11070,11370,300
New-York,892,17340,17400,60
New-York,893,4800,5100,300
New-York,893,10890,11190,300
New-York,893,17160,17220,60
New-York,894,4620,4920,300
New-York,894,10710,11010,300
New-York,894,16950,17040,90
New-York,895,4470,4740,270
New-York,895,10530,10830,300
New-York,895,16770,16860,90
New-York,896,4290,4560,270
New-York,896,10350,10650,300
New-York,896,16590,16680,90
New-York,897,4110,4380,270
New-York,897,10170,10470,300
New-York,897,16410,16500,90
New-York,898,3930,4200,270
New-York,898,9990,10290,300
New-York,898,16230,16320,90
New-York,899,3780,4020,240
New-York,899,9810,10140,330
New-York,899,16050,16140,90
New-York,900,3600,3840,240
New-York,900,9630,9960,330
New-York,900,15840,15960,120
New-York,901,3420,3660,240
New-York,901,9450,9780,330
New-York,901,15660,15810,150
New-York,902,3270,3450,180
New-York,902,9270,9600,330
New-York,902,15480,15630,150
New-York,903,3090,3270,180
New-York,903,9090,9420,330
New-York,903,15300,15450,150
New-York,904,2910,3090,180
New-York,904,8910,9240,330
New-York,904,15120,15270,150
New-York,905,2760,2910,150
New-York,905,8730,9060,330
New-York,905,14940,15090,150
New-York,906,2610,2700,90
New-York,906,8550,8880,330
New-York,906,14730,14910,180
New-York,907,2430,2520,90
New-York,907,8370,8700,330
New-York,907,14550,14730,180
New-York,908,8190,8520,330
New-York,908,14370,14550,180
New-York,909,8010,8340,330
New-York,909,14190,14370,180
New-York,910,7830,8160,330
New-York,910,14010,14190,180
New-York,911,7650,7980,330
New-York,911,13830,14040,210
New-York,912,7470,7800,330
New-York,912,13650,13860,210
New-York,913,7290,7620,330
New-York,913,13440,13680,240
New-York,914,7110,7440,330
New-York,914,13260,13500,240
New-York,915,6930,7260,330
New-York,915,13080,13320,240
New-York,916,6750,7080,330
New-York,916,12900,13140,240
New-York,917,6570,6900,330
New-York,917,12720,12960,240
New-York,918,6330,6600,270
New-York,918,12360,12690,330
New-York,919,6150,6390,240
New-York,919,12180,12510,330
New-York,920,6000,6210,210
New-York,920,12000,12330,330
New-York,921,5820,6030,210
New-York,921,11820,12150,330
New-York,922,5670,5850,180
New-York,922,11640,11970,330
New-York,922,17880,18000,120
New-York,923,5490,5670,180
New-York,923,11460,11820,360
New-York,923,17670,17820,150
New-York,924,5310,5460,150
New-York,924,11280,11640,360
New-York,924,17490,17670,180
New-York,925,5160,5280,120
New-York,925,11100,11460,360
New-York,925,17310,17490,180
New-York,926,5010,5070,60
New-York,926,10920,11280,360
New-York,926,17130,17310,180
New-York,927,4860,4860,0
New-York,927,10740,11100,360
New-York,927,16950,17130,180
New-York,928,10560,10920,360
New-York,928,16770,16950,180
New-York,929,10380,10740,360
New-York,929,16560,16770,210
New-York,930,10200,10560,360
New-York,930,16380,16590,210
New-York,931,10020,10380,360
New-York,931,16200,16410,210
New-York,932,9840,10200,360
New-York,932,16020,16230,210
New-York,933,9660,10020,360
New-York,933,15840,16050,210
New-York,934,9480,9840,360
New-York,934,15660,15900,240
New-York,935,9330,9660,330
New-York,935,15480,15720,240
New-York,936,9150,9480,330
New-York,936,15300,15540,240
New-York,937,8970,9300,330
New-York,937,15090,15360,270
New-York,938,8790,9120,330
New-York,938,14910,15180,270
New-York,939,8610,8940,330
New-York,939,14730,15000,270
New-York,940,8430,8760,330
New-York,940,14550,14820,270
New-York,941,8250,8580,330
New-York,941,14370,14640,270
New-York,942,8070,8400,330
New-York,942,14190,14460,270
New-York,943,7890,8220,330
New-York,943,14010,14280,270
New-York,944,7740,8040,300
New-York,944,13830,14130,300
New-York,945,7560,7860,300
New-York,945,13650,13950,300
New-York,946,7380,7680,300
New-York,946,13470,13770,300
New-York,947,7200,7500,300
New-York,947,13290,13590,300
New-York,948,7020,7320,300
New-York,948,13110,13410,300
New-York,949,6840,7140,300
New-York,949,12900,13230,330
New-York,950,6690,6960,270
New-York,950,12720,13050,330
New-York,951,6510,6780,270
New-York,951,12540,12870,330
New-York,952,12240,12600,360
New-York,953,12060,12420,360
New-York,954,11880,12240,360
New-York,955,11700,12060,360
New-York,955,17850,18000,150
New-York,956,11520,11880,360
New-York,956,17670,17910,240
New-York,957,11340,11700,360
New-York,957,17490,17760,270
New-York,958,11160,11520,360
New-York,958,17310,17580,270
New-York,959,11010,11340,330
New-York,959,17130,17400,270
New-York,960,10830,11160,330
New-York,960,16950,17220,270
New-York,961,10650,10980,330
New-York,961,16770,17040,270
New-York,962,10470,10800,330
New-York,962,16590,16860,270
New-York,963,10290,10620,330
New-York,963,16380,16680,300
New-York,964,10110,10440,330
New-York,964,16200,16500,300
New-York,965,9930,10260,330
New-York,965,16020,16320,300
New-York,966,9780,10080,300
New-York,966,15840,16140,300
New-York,967,9600,9900,300
New-York,967,15660,15960,300
New-York,968,9420,9690,270
New-York,968,15480,15810,330
New-York,969,9240,9510,270
New-York,969,15300,15630,330
New-York,970,9060,9330,270
New-York,970,15120,15450,330
New-York,971,8910,9150,240
New-York,971,14940,15270,330
New-York,972,8730,8970,240
New-York,972,14760,15090,330
New-York,973,8550,8790,240
New-York,973,14580,14910,330
New-York,974,8400,8610,210
New-York,974,14400,14730,330
New-York,975,8220,8430,210
New-York,975,14220,14550,330
New-York,976,8040,8220,180
New-York,976,14040,14370,330
New-York,977,7890,8040,150
New-York,977,13860,14190,330
New-York,978,7740,7860,120
New-York,978,13680,14010,330
New-York,979,7560,7650,90
New-York,979,13500,13830,330
New-York,980,7410,7440,30
New-York,980,13320,13650,330
New-York,981,13140,13470,330
New-York,982,12960,13290,330
New-York,983,12780,13140,360
New-York,984,12600,12960,360
New-York,985,12420,12780,360
New-York,986,12150,12450,300
New-York,987,12000,12270,270
New-York,988,11820,12090,270
New-York,988,17880,18000,120
New-York,989,11640,11910,270
New-York,989,17700,18000,300
New-York,990,11460,11730,270
New-York,990,17520,17820,300
New-York,991,11310,11550,240
New-York,991,17340,17640,300
New-York,992,11130,11370,240
New-York,992,17160,17490,330
New-York,993,10950,11160,210
New-York,993,16950,17310,360
New-York,994,10800,10980,180
New-York,994,16770,17130,360
New-York,995,10620,10800,180
New-York,995,16590,16950,360
New-York,996,10440,10620,180
New-York,996,16410,16770,360
New-York,997,10290,10410,120
New-York,997,16230,16590,360
New-York,998,10140,10230,90
New-York,998,16050,16410,360
New-York,999,9990,10020,30
New-York,999,15870,16230,360
New-York,1000,15690,16050,360
New-York,1001,15510,15870,360
New-York,1002,15330,15690,360
New-York,1003,15180,15510,330
New-York,1004,15000,15330,330
New-York,1005,14820,15150,330
New-York,1006,14640,14970,330
New-York,1007,14460,14790,330
New-York,1008,14280,14610,330
New-York,1009,14100,14430,330
New-York,1010,13920,14250,330
New-York,1011,13740,14070,330
New-York,1012,13560,13890,330
New-York,1013,13380,13710,330
New-York,1014,13200,13530,330
New-York,1015,13050,13350,300
New-York,1016,12870,13170,300
New-York,1017,12690,12990,300
New-York,1018,12510,12810,300
New-York,1019,12330,12630,300
New-York,1021,17910,18000,90
New-York,1022,17730,18000,270
New-York,1023,17550,17910,360
New-York,1024,17370,17730,360
New-York,1025,17190,17550,360
New-York,1026,17010,17370,360
New-York,1027,16830,17190,360
New-York,1028,16650,17010,360
New-York,1029,16500,16830,330
New-York,1030,16320,16650,330
New-York,1031,16140,16470,330
New-York,1032,15960,16290,330
New-York,1033,15780,16110,330
New-York,1034,15600,15930,330
New-York,1035,15420,15750,330
New-York,1036,15240,15570,330
New-York,1037,15090,15390,300
New-York,1038,14910,15210,300
New-York,1039,14730,15030,300
New-York,1040,14550,14850,300
New-York,1041,14370,14670,300
New-York,1042,14220,14490,270
New-York,1043,14040,14280,240
New-York,1044,13860,14100,240
New-York,1045,13680,13920,240
New-York,1046,13530,13740,210
New-York,1047,13350,13560,210
New-York,1048,13200,13380,180
New-York,1049,13020,13170,150
New-York,1050,12870,12990,120
New-York,1051,12690,12810,120
New-York,1052,12540,12600,60
New-York,1054,18000,18000,0
New-York,1055,17820,18000,180
New-York,1056,17640,17970,330
New-York,1057,17460,17760,300
New-York,1058,17310,17580,270
New-York,1059,17130,17400,270
New-York,1060,16950,17220,270
New-York,1061,16770,17040,270
New-York,1062,16590,16860,270
New-York,1063,16440,16680,240
New-York,1064,16260,16500,240
New-York,1065,16080,16320,240
New-York,1066,15930,16140,210
New-York,1067,15750,15930,180
New-York,1068,15600,15750,150
New-York,1069,15420,15570,150
New-York,1070,15270,15360,90
New-York,1071,15090,15180,90
New-York,1088,18000,18000,0
New-York,1089,17820,17940,120
New-York,1090,17670,17730,60
Sao-Paulo,0,5130,5460,330
Sao-Paulo,1,4950,5280,330
Sao-Paulo,2,4770,5100,330
Sao-Paulo,3,4590,4920,330
Sao-Paulo,4,4410,4740,330
Sao-Paulo,5,4260,4560,300
Sao-Paulo,6,4080,4350,270
Sao-Paulo,7,3900,4170,270
Sao-Paulo,7,10080,10110,30
Sao-Paulo,8,3720,3990,270
Sao-Paulo,8,9870,9990,120
Sao-Paulo,9,3540,3810,270
Sao-Paulo,9,9660,9810,150
Sao-Paulo,10,3390,3630,240
Sao-Paulo,10,9480,9660,180
Sao-Paulo,11,3210,3420,210
Sao-Paulo,11,9300,9480,180
Sao-Paulo,12,3030,3240,210
Sao-Paulo,12,9090,9330,240
Sao-Paulo,13,2880,3060,180
Sao-Paulo,13,8910,9150,240
Sao-Paulo,14,2700,2850,150
Sao-Paulo,14,8730,9000,270
Sao-Paulo,15,2520,2670,150
Sao-Paulo,15,8550,8820,270
Sao-Paulo,16,2370,2460,90
Sao-Paulo,16,8370,8640,270
Sao-Paulo,17,2220,2280,60
Sao-Paulo,17,8190,8460,270
Sao-Paulo,18,7980,8310,330
Sao-Paulo,19,7800,8130,330
Sao-Paulo,20,7620,7950,330
Sao-Paulo,21,7440,7770,330
Sao-Paulo,22,7260,7590,330
Sao-Paulo,23,7080,7440,360
Sao-Paulo,24,6900,7260,360
Sao-Paulo,25,6720,7080,360
Sao-Paulo,26,6540,6900,360
Sao-Paulo,27,6360,6720,360
Sao-Paulo,28,6180,6540,360
Sao-Paulo,29,6000,6360,360
Sao-Paulo,30,5820,6180,360
Sao-Paulo,31,5670,6000,330
Sao-Paulo,32,5490,5820,330
Sao-Paulo,33,5310,5640,330
Sao-Paulo,34,5100,5250,150
Sao-Paulo,34,11100,11370,270
Sao-Paulo,35,4950,5040,90
Sao-Paulo,35,10920,11220,300
Sao-Paulo,36,4770,4830,60
Sao-Paulo,36,10740,11040,300
Sao-Paulo,37,10560,10860,300
Sao-Paulo,38,10380,10680,300
Sao-Paulo,39,10200,10530,330
Sao-Paulo,40,10020,10350,330
Sao-Paulo,41,9840,10170,330
Sao-Paulo,42,9660,9990,330
Sao-Paulo,43,9480,9810,330
Sao-Paulo,44,9300,9630,330
Sao-Paulo,45,9120,9450,330
Sao-Paulo,46,8940,9270,330
Sao-Paulo,47,8760,9120,360
Sao-Paulo,48,8580,8940,360
Sao-Paulo,49,8400,8760,360
Sao-Paulo,50,8220,8580,360
Sao-Paulo,51,8040,8400,360
Sao-Paulo,52,7860,8220,360
Sao-Paulo,53,7680,8040,360
Sao-Paulo,54,7530,7860,330
Sao-Paulo,55,7350,7680,330
Sao-Paulo,56,7170,7470,300
Sao-Paulo,57,6990,7290,300
Sao-Paulo,58,6810,7110,300
Sao-Paulo,59,6630,6930,300
Sao-Paulo,60,6450,6750,300
Sao-Paulo,60,12660,12690,30
Sao-Paulo,61,6300,6570,270
Sao-Paulo,61,12450,12540,90
Sao-Paulo,62,6120,6390,270
Sao-Paulo,62,12240,12390,150
Sao-Paulo,63,5940,6180,240
Sao-Paulo,63,12060,12210,150
Sao-Paulo,64,5760,6000,240
Sao-Paulo,64,11850,12060,210
Sao-Paulo,65,5610,5820,210
Sao-Paulo,65,11670,11880,210
Sao-Paulo,66,5430,5640,210
Sao-Paulo,66,11490,11730,240
Sao-Paulo,67,5250,5430,180
Sao-Paulo,67,11310,11550,240
Sao-Paulo,68,10980,11310,330
Sao-Paulo,69,10800,11130,330
Sao-Paulo,70,10620,10950,330
Sao-Paulo,71,10440,10770,330
Sao-Paulo,72,10260,10590,330
Sao-Paulo,73,10080,10410,330
Sao-Paulo,74,9900,10230,330
Sao-Paulo,75,9720,10050,330
Sao-Paulo,76,9570,9870,300
Sao-Paulo,77,9390,9690,300
Sao-Paulo,78,9210,9510,300
Sao-Paulo,79,9030,9330,300
Sao-Paulo,80,8850,9120,270
Sao-Paulo,80,15030,15120,90
Sao-Paulo,81,8670,8940,270
Sao-Paulo,81,14820,14940,120
Sao-Paulo,82,8520,8760,240
Sao-Paulo,82,14610,14790,180
Sao-Paulo,83,8340,8580,240
Sao-Paulo,83,14430,14640,210
Sao-Paulo,84,8160,8400,240
Sao-Paulo,84,14250,14460,210
Sao-Paulo,85,8010,8190,180
Sao-Paulo,85,14040,14280,240
Sao-Paulo,86,7830,8010,180
Sao-Paulo,86,13860,14130,270
Sao-Paulo,87,7650,7800,150
Sao-Paulo,87,13680,13950,270
Sao-Paulo,88,7500,7620,120
Sao-Paulo,88,13500,13770,270
Sao-Paulo,89,7350,7410,60
Sao-Paulo,89,13320,13620,300
Sao-Paulo,90,13140,13440,300
Sao-Paulo,91,12960,13260,300
Sao-Paulo,92,12780,13080,300
Sao-Paulo,93,12600,12900,300
Sao-Paulo,94,12390,12750,360
Sao-Paulo,95,12210,12570,360
Sao-Paulo,96,12030,12390,360
Sao-Paulo,97,11850,12210,360
Sao-Paulo,98,11670,12030,360
Sao-Paulo,99,11490,11850,360
Sao-Paulo,100,11340,11670,330
Sao-Paulo,101,11160,11490,330
Sao-Paulo,102,10920,11130,210
Sao-Paulo,102,17010,17190,180
Sao-Paulo,103,10740,10950,210
Sao-Paulo,103,16800,17040,240
Sao-Paulo,104,10560,10770,210
Sao-Paulo,104,16620,16860,240
Sao-Paulo,105,10410,10590,180
Sao-Paulo,105,16440,16680,240
Sao-Paulo,106,10230,10380,150
Sao-Paulo,106,16260,16530,270
Sao-Paulo,107,10080,10200,120
Sao-Paulo,107,16080,16350,270
Sao-Paulo,108,9900,9990,90
Sao-Paulo,108,15870,16170,300
Sao-Paulo,109,9750,9780,30
Sao-Paulo,109,15690,15990,300
Sao-Paulo,110,15510,15840,330
Sao-Paulo,111,15330,15660,330
Sao-Paulo,112,15150,15480,330
Sao-Paulo,113,14970,15300,330
Sao-Paulo,114,14790,15120,330
Sao-Paulo,115,14610,14940,330
Sao-Paulo,116,14430,14790,360
Sao-Paulo,117,14250,14610,360
Sao-Paulo,118,14070,14430,360
Sao-Paulo,119,13890,14250,360
Sao-Paulo,120,13710,14070,360
Sao-Paulo,121,13530,13890,360
Sao-Paulo,122,13350,13710,360
Sao-Paulo,123,13170,13530,360
Sao-Paulo,124,12990,13350,360
Sao-Paulo,125,12840,13170,330
Sao-Paulo,126,12660,12990,330
Sao-Paulo,127,12480,12810,330
Sao-Paulo,128,12300,12630,330
Sao-Paulo,129,12120,12450,330
Sao-Paulo,130,11940,12270,330
Sao-Paulo,131,11760,12060,300
Sao-Paulo,132,11610,11880,270
Sao-Paulo,133,11430,11700,270
Sao-Paulo,133,17580,17670,90
Sao-Paulo,134,11250,11520,270
Sao-Paulo,134,17400,17520,120
Sao-Paulo,135,11070,11340,270
Sao-Paulo,135,17190,17370,180
Sao-Paulo,136,16830,17160,330
Sao-Paulo,137,16650,16980,330
Sao-Paulo,138,16470,16800,330
Sao-Paulo,139,16290,16620,330
Sao-Paulo,140,16110,16440,330
Sao-Paulo,141,15930,16260,330
Sao-Paulo,142,15750,16110,360
Sao-Paulo,143,15570,15900,330
Sao-Paulo,144,15390,15720,330
Sao-Paulo,145,15210,15540,330
Sao-Paulo,146,15030,15360,330
Sao-Paulo,147,14880,15180,300
Sao-Paulo,148,14700,15000,300
Sao-Paulo,149,14520,14820,300
Sao-Paulo,150,14340,14640,300
Sao-Paulo,151,14160,14460,300
Sao-Paulo,152,13980,14280,300
Sao-Paulo,153,13830,14100,270
Sao-Paulo,154,13650,13890,240
Sao-Paulo,155,13470,13710,240
Sao-Paulo,156,13290,13530,240
Sao-Paulo,157,13140,13350,210
Sao-Paulo,158,12960,13140,180
Sao-Paulo,159,12810,12960,150
Sao-Paulo,160,12630,12750,120
Sao-Paulo,161,12480,12570,90
Sao-Paulo,162,12330,12360,30
Sao-Paulo,164,17910,18000,90
Sao-Paulo,165,17730,18000,270
Sao-Paulo,166,17550,17880,330
Sao-Paulo,167,17370,17700,330
Sao-Paulo,168,17190,17520,330
Sao-Paulo,169,17010,17340,330
Sao-Paulo,170,16740,17040,300
Sao-Paulo,171,16560,16830,270
Sao-Paulo,172,16380,16650,270
Sao-Paulo,173,16200,16470,270
Sao-Paulo,174,16050,16290,240
Sao-Paulo,175,15870,16110,240
Sao-Paulo,176,15690,15900,210
Sao-Paulo,177,15540,15720,180
Sao-Paulo,178,15360,15540,180
Sao-Paulo,179,15210,15330,120
Sao-Paulo,180,15030,15120,90
Sao-Paulo,181,14880,14940,60
Sao-Paulo,197,17970,18000,30
Sao-Paulo,198,17790,18000,210
Sao-Paulo,199,17610,17940,330
Sao-Paulo,200,17430,17760,330
Sao-Paulo,201,17250,17580,330
Sao-Paulo,202,17070,17400,330
Sao-Paulo,203,16920,17220,300
Sao-Paulo,231,17940,18000,60
Sao-Paulo,232,17760,17910,150
Sao-Paulo,233,17610,17700,90
Sao-Paulo,234,17430,17490,60
Sao-Paulo,347,2310,2370,60
Sao-Paulo,348,2100,2220,120
Sao-Paulo,349,1920,2040,120
Sao-Paulo,350,1710,1890,180
Sao-Paulo,351,1530,1710,180
Sao-Paulo,352,1320,1530,210
Sao-Paulo,353,1140,1380,240
Sao-Paulo,354,960,1200,240
Sao-Paulo,355,780,1020,240
Sao-Paulo,356,570,870,300
Sao-Paulo,357,390,690,300
Sao-Paulo,358,210,510,300
Sao-Paulo,359,30,330,300
Sao-Paulo,360,0,150,150
Sao-Paulo,374,3330,3600,270
Sao-Paulo,375,3150,3420,270
Sao-Paulo,376,2970,3240,270
Sao-Paulo,377,2790,3090,300
Sao-Paulo,378,2610,2910,300
Sao-Paulo,379,2430,2730,300
Sao-Paulo,380,2220,2550,330
Sao-Paulo,381,2040,2370,330
Sao-Paulo,382,1860,2190,330
Sao-Paulo,383,1680,2010,330
Sao-Paulo,384,1500,1860,360
Sao-Paulo,385,1320,1680,360
Sao-Paulo,386,1140,1500,360
Sao-Paulo,387,960,1320,360
Sao-Paulo,388,780,1140,360
Sao-Paulo,389,600,960,360
Sao-Paulo,390,420,780,360
Sao-Paulo,391,240,600,360
Sao-Paulo,392,60,420,360
Sao-Paulo,393,0,240,240
Sao-Paulo,394,0,60,60
Sao-Paulo,400,4890,4920,30
Sao-Paulo,401,4680,4770,90
Sao-Paulo,402,4470,4620,150
Sao-Paulo,403,4290,4440,150
Sao-Paulo,404,4080,4290,210
Sao-Paulo,405,3900,4110,210
Sao-Paulo,406,3720,3930,210
Sao-Paulo,407,3540,3780,240
Sao-Paulo,408,3180,3540,360
Sao-Paulo,409,3000,3360,360
Sao-Paulo,410,2820,3180,360
Sao-Paulo,411,2640,3000,360
Sao-Paulo,412,2460,2820,360
Sao-Paulo,413,2280,2640,360
Sao-Paulo,414,2100,2460,360
Sao-Paulo,415,1950,2280,330
Sao-Paulo,416,1770,2100,330
Sao-Paulo,417,1590,1920,330
Sao-Paulo,418,1410,1710,300
Sao-Paulo,419,1230,1530,300
Sao-Paulo,419,7470,7470,0
Sao-Paulo,420,1080,1350,270
Sao-Paulo,420,7260,7350,90
Sao-Paulo,421,900,1170,270
Sao-Paulo,421,7050,7170,120
Sao-Paulo,422,720,990,270
Sao-Paulo,422,6870,7020,150
Sao-Paulo,423,540,810,270
Sao-Paulo,423,6660,6840,180
Sao-Paulo,424,390,630,240
Sao-Paulo,424,6480,6690,210
Sao-Paulo,425,210,420,210
Sao-Paulo,425,6270,6510,240
Sao-Paulo,426,60,240,180
Sao-Paulo,426,6090,6330,240
Sao-Paulo,427,0,60,60
Sao-Paulo,427,5910,6150,240
Sao-Paulo,428,5730,6000,270
Sao-Paulo,429,5550,5820,270
Sao-Paulo,430,5340,5640,300
Sao-Paulo,431,5160,5460,300
Sao-Paulo,432,4980,5280,300
Sao-Paulo,433,4800,5130,330
Sao-Paulo,434,4620,4950,330
Sao-Paulo,435,4440,4770,330
Sao-Paulo,436,4260,4590,330
Sao-Paulo,437,4080,4410,330
Sao-Paulo,438,3900,4230,330
Sao-Paulo,439,3720,4050,330
Sao-Paulo,440,3540,3870,330
Sao-Paulo,441,3360,3690,330
Sao-Paulo,442,3120,3360,240
Sao-Paulo,442,9240,9420,180
Sao-Paulo,443,2940,3180,240
Sao-Paulo,443,9030,9240,210
Sao-Paulo,444,2790,3000,210
Sao-Paulo,444,8850,9060,210
Sao-Paulo,445,2610,2820,210
Sao-Paulo,445,8670,8910,240
Sao-Paulo,446,2460,2610,150
Sao-Paulo,446,8490,8730,240
Sao-Paulo,447,2280,2430,150
Sao-Paulo,447,8280,8550,270
Sao-Paulo,448,2130,2220,90
Sao-Paulo,448,8100,8370,270
Sao-Paulo,449,7920,8220,300
Sao-Paulo,450,7740,8040,300
Sao-Paulo,451,7560,7860,300
Sao-Paulo,452,7380,7680,300
Sao-Paulo,453,7200,7500,300
Sao-Paulo,454,7020,7320,300
Sao-Paulo,455,6840,7170,330
Sao-Paulo,456,6630,6990,360
Sao-Paulo,457,6450,6810,360
Sao-Paulo,458,6270,6630,360
Sao-Paulo,459,6090,6450,360
Sao-Paulo,460,5910,6270,360
Sao-Paulo,461,5760,6090,330
Sao-Paulo,462,5580,5910,330
Sao-Paulo,463,5400,5730,330
Sao-Paulo,464,5220,5550,330
Sao-Paulo,465,5040,5370,330
Sao-Paulo,466,4860,5190,330
Sao-Paulo,467,4680,5010,330
Sao-Paulo,468,4500,4830,330
Sao-Paulo,469,4320,4650,330
Sao-Paulo,470,4140,4470,330
Sao-Paulo,471,3990,4290,300
Sao-Paulo,472,3810,4110,300
Sao-Paulo,473,3630,3930,300
Sao-Paulo,473,9810,9900,90
Sao-Paulo,474,3450,3750,300
Sao-Paulo,474,9630,9750,120
Sao-Paulo,475,3300,3570,270
Sao-Paulo,475,9420,9570,150
Sao-Paulo,476,9030,9360,330
Sao-Paulo,477,8850,9210,360
Sao-Paulo,478,8670,9030,360
Sao-Paulo,479,8490,8850,360
Sao-Paulo,480,8310,8670,360
Sao-Paulo,481,8130,8490,360
Sao-Paulo,482,7950,8310,360
Sao-Paulo,483,7770,8130,360
Sao-Paulo,484,7590,7950,360
Sao-Paulo,485,7410,7770,360
Sao-Paulo,486,7260,7590,330
Sao-Paulo,487,7080,7410,330
Sao-Paulo,488,6900,7230,330
Sao-Paulo,489,6720,7050,330
Sao-Paulo,490,6540,6870,330
Sao-Paulo,491,6360,6690,330
Sao-Paulo,492,6210,6510,300
Sao-Paulo,492,12390,12450,60
Sao-Paulo,493,6030,6300,270
Sao-Paulo,493,12180,12300,120
Sao-Paulo,494,5850,6120,270
Sao-Paulo,494,12000,12150,150
Sao-Paulo,495,5700,5940,240
Sao-Paulo,495,11790,11970,180
Sao-Paulo,496,5520,5760,240
Sao-Paulo,496,11610,11820,210
Sao-Paulo,497,5340,5580,240
Sao-Paulo,497,11430,11640,210
Sao-Paulo,498,5190,5370,180
Sao-Paulo,498,11250,11460,210
Sao-Paulo,499,5010,5190,180
Sao-Paulo,499,11040,11310,270
Sao-Paulo,500,4860,4980,120
Sao-Paulo,500,10860,11130,270
Sao-Paulo,501,4710,4800,90
Sao-Paulo,501,10680,10950,270
Sao-Paulo,502,4560,4560,0
Sao-Paulo,502,10500,10770,270
Sao-Paulo,503,10320,10590,270
Sao-Paulo,504,10110,10440,330
Sao-Paulo,505,9930,10260,330
Sao-Paulo,506,9750,10080,330
Sao-Paulo,507,9570,9900,330
Sao-Paulo,508,9390,9720,330
Sao-Paulo,509,9210,9540,330
Sao-Paulo,510,8940,9240,300
Sao-Paulo,511,8760,9060,300
Sao-Paulo,511,14970,15030,60
Sao-Paulo,512,8610,8880,270
Sao-Paulo,512,14760,14880,120
Sao-Paulo,513,8430,8700,270
Sao-Paulo,513,14580,14700,120
Sao-Paulo,514,8250,8520,270
Sao-Paulo,514,14370,14550,180
Sao-Paulo,515,8070,8340,270
Sao-Paulo,515,14190,14370,180
Sao-Paulo,516,7920,8130,210
Sao-Paulo,516,13980,14220,240
Sao-Paulo,517,7740,7950,210
Sao-Paulo,517,13800,14040,240
Sao-Paulo,518,7590,7770,180
Sao-Paulo,518,13620,13860,240
Sao-Paulo,519,7410,7560,150
Sao-Paulo,519,13440,13680,240
Sao-Paulo,520,7260,7380,120
Sao-Paulo,520,13260,13530,270
Sao-Paulo,521,7110,7170,60
Sao-Paulo,521,13050,13350,300
Sao-Paulo,522,12870,13170,300
Sao-Paulo,523,12690,12990,300
Sao-Paulo,524,12510,12810,300
Sao-Paulo,525,12330,12660,330
Sao-Paulo,526,12150,12480,330
Sao-Paulo,527,11970,12300,330
Sao-Paulo,528,11790,12120,330
Sao-Paulo,529,11610,11940,330
Sao-Paulo,530,11430,11760,330
Sao-Paulo,531,11250,11580,330
Sao-Paulo,532,11070,11400,330
Sao-Paulo,533,10890,11220,330
Sao-Paulo,534,10710,11040,330
Sao-Paulo,535,10530,10860,330
Sao-Paulo,536,10350,10680,330
Sao-Paulo,537,10170,10530,360
Sao-Paulo,538,9990,10350,360
Sao-Paulo,539,9810,10170,360
Sao-Paulo,540,9630,9960,330
Sao-Paulo,541,9450,9780,330
Sao-Paulo,542,9300,9600,300
Sao-Paulo,543,9120,9420,300
Sao-Paulo,544,14910,15210,300
Sao-Paulo,545,14700,15030,330
Sao-Paulo,546,14520,14850,330
Sao-Paulo,547,14340,14700,360
Sao-Paulo,548,14160,14520,360
Sao-Paulo,549,13980,14340,360
Sao-Paulo,550,13800,14160,360
Sao-Paulo,551,13620,13980,360
Sao-Paulo,552,13440,13800,360
Sao-Paulo,553,13260,13620,360
Sao-Paulo,554,13080,13440,360
Sao-Paulo,555,12930,13260,330
Sao-Paulo,556,12750,13080,330
Sao-Paulo,557,12570,12900,330
Sao-Paulo,558,12390,12720,330
Sao-Paulo,559,12210,12540,330
Sao-Paulo,560,12030,12360,330
Sao-Paulo,561,11850,12180,330
Sao-Paulo,562,11670,12000,330
Sao-Paulo,563,11520,11820,300
Sao-Paulo,564,11340,11640,300
Sao-Paulo,564,17550,17580,30
Sao-Paulo,565,11160,11460,300
Sao-Paulo,565,17340,17430,90
Sao-Paulo,566,10980,11280,300
Sao-Paulo,566,17130,17280,150
Sao-Paulo,567,10830,11070,240
Sao-Paulo,567,16950,17100,150
Sao-Paulo,568,10650,10890,240
Sao-Paulo,568,16740,16950,210
Sao-Paulo,569,10470,10710,240
Sao-Paulo,569,16560,16770,210
Sao-Paulo,570,10320,10530,210
Sao-Paulo,570,16380,16590,210
Sao-Paulo,571,10140,10320,180
Sao-Paulo,571,16200,16440,240
