gs,sat,start_s,end_s,duration_s
Tokyo,1153,2520,2730,210
Tokyo,1154,2340,2550,210
Tokyo,1155,2160,2400,240
New-York,420,60,90,30
New-York,442,2040,2190,150
New-York,443,1860,2040,180
New-York,444,1680,1860,180
New-York,445,1470,1680,210
New-York,446,1290,1530,240
New-York,447,1110,1350,240
New-York,448,930,1170,240
New-York,449,750,1020,270
New-York,450,570,840,270
New-York,451,390,660,270
New-York,452,180,480,300
New-York,453,0,300,300
New-York,454,0,150,150
New-York,473,2640,2670,30
New-York,474,2430,2520,90
New-York,475,2220,2370,150
New-York,476,1860,2190,330
New-York,477,1680,2010,330
New-York,478,1500,1830,330
New-York,479,1320,1650,330
New-York,480,1140,1470,330
New-York,481,960,1290,330
New-York,482,780,1110,330
New-York,483,600,930,330
New-York,484,420,780,360
New-York,485,240,600,360
New-York,486,60,420,360
New-York,487,0,240,240
New-York,488,0,60,60
New-York,492,5220,5220,0
New-York,493,5010,5070,60
New-York,494,4800,4920,120
New-York,495,4620,4770,150
New-York,496,4410,4590,180
New-York,497,4230,4440,210
New-York,498,4050,4260,210
New-York,499,3870,4080,210
New-York,500,3690,3930,240
New-York,501,3480,3750,270
New-York,502,3300,3570,270
New-York,503,3120,3390,270
New-York,504,2940,3240,300
New-York,505,2760,3060,300
New-York,506,2580,2880,300
New-York,507,2400,2700,300
New-York,508,2220,2520,300
New-York,509,2040,2370,330
New-York,510,1740,2070,330
New-York,511,1560,1890,330
New-York,512,1380,1710,330
New-York,512,7560,7650,90
New-York,513,1200,1530,330
New-York,513,7380,7470,90
New-York,514,1020,1350,330
New-York,514,7170,7320,150
New-York,515,840,1170,330
New-York,515,6990,7170,180
New-York,516,660,990,330
New-York,516,6810,6990,180
New-York,517,480,810,330
New-York,517,6630,6810,180
New-York,518,300,630,330
New-York,518,6420,6660,240
New-York,519,120,450,330
New-York,519,6240,6480,240
New-York,520,0,270,270
New-York,520,6060,6300,240
New-York,521,0,90,90
New-York,521,5880,6150,270
New-York,522,5700,5970,270
New-York,523,5520,5790,270
New-York,524,5340,5610,270
New-York,525,5160,5460,300
New-York,526,4980,5280,300
New-York,527,4800,5100,300
New-York,528,4620,4920,300
New-York,529,4440,4740,300
New-York,530,4260,4560,300
New-York,531,4050,4410,360
New-York,532,3870,4230,360
New-York,533,3690,4050,360
New-York,534,3540,3870,330
New-York,535,3360,3690,330
New-York,536,3180,3510,330
New-York,537,3000,3330,330
New-York,538,2820,3150,330
New-York,539,2640,2970,330
New-York,540,2460,2790,330
New-York,541,2280,2610,330
New-York,542,2100,2430,330
New-York,543,1920,2250,330
New-York,544,1620,1950,330
New-York,544,7710,8010,300
New-York,545,1470,1770,300
New-York,545,7530,7830,300
New-York,546,1290,1590,300
New-York,546,7350,7680,330
New-York,547,1110,1380,270
New-York,547,7170,7500,330
New-York,548,930,1200,270
New-York,548,6990,7320,330
New-York,549,750,1020,270
New-York,549,6810,7140,330
New-York,550,570,840,270
New-York,550,6630,6960,330
New-York,551,390,660,270
New-York,551,6450,6780,330
New-York,552,210,480,270
New-York,552,6270,6600,330
New-York,553,30,300,270
New-York,553,6090,6420,330
New-York,554,0,120,120
New-York,554,5910,6270,360
New-York,555,5730,6090,360
New-York,556,5550,5910,360
New-York,557,5370,5730,360
New-York,558,5190,5550,360
New-York,559,5010,5370,360
New-York,560,4830,5190,360
New-York,561,4650,5010,360
New-York,562,4470,4830,360
New-York,563,4290,4650,360
New-York,564,4110,4470,360
New-York,565,3960,4290,330
New-York,565,10140,10200,60
New-York,566,3780,4110,330
New-York,566,9960,10050,90
New-York,567,3600,3930,330
New-York,567,9750,9900,150
New-York,568,3420,3750,330
New-York,568,9570,9720,150
New-York,569,3240,3570,330
New-York,569,9360,9570,210
New-York,570,3060,3390,330
New-York,570,9180,9390,210
New-York,571,2880,3210,330
New-York,571,9000,9210,210
New-York,572,2700,3030,330
New-York,572,8820,9060,240
New-York,573,2520,2850,330
New-York,573,8640,8880,240
New-York,574,2340,2670,330
New-York,574,8460,8700,240
New-York,575,2160,2490,330
New-York,575,8280,8550,270
New-York,576,1980,2310,330
New-York,576,8070,8370,300
New-York,577,1800,2130,330
New-York,577,7890,8190,300
New-York,578,1530,1770,240
New-York,578,7590,7950,360
New-York,579,1380,1590,210
New-York,579,7410,7770,360
New-York,580,1200,1410,210
New-York,580,7230,7590,360
New-York,581,1020,1200,180
New-York,581,7050,7410,360
New-York,582,840,1020,180
New-York,582,6870,7230,360
New-York,583,660,840,180
New-York,583,6690,7050,360
New-York,584,480,660,180
New-York,584,6510,6870,360
New-York,584,12720,12750,30
New-York,585,300,480,180
New-York,585,6330,6690,360
New-York,585,12510,12600,90
New-York,586,120,300,180
New-York,586,6150,6510,360
New-York,586,12330,12450,120
New-York,587,0,120,120
New-York,587,5970,6330,360
New-York,587,12120,12300,180
New-York,588,5790,6150,360
New-York,588,11940,12120,180
New-York,589,5610,5970,360
New-York,589,11760,11970,210
New-York,590,5460,5790,330
New-York,590,11580,11790,210
New-York,591,5280,5610,330
New-York,591,11400,11610,210
New-York,592,5100,5430,330
New-York,592,11190,11460,270
New-York,593,4920,5250,330
New-York,593,11010,11280,270
New-York,594,4740,5040,300
New-York,594,10830,11100,270
New-York,595,4560,4860,300
New-York,595,10650,10920,270
New-York,596,4380,4680,300
New-York,596,10470,10770,300
New-York,597,4200,4500,300
New-York,597,10290,10590,300
New-York,598,4020,4320,300
New-York,598,10110,10410,300
New-York,599,3840,4140,300
New-York,599,9930,10230,300
New-York,600,3660,3960,300
New-York,600,9750,10050,300
New-York,601,3480,3780,300
New-York,601,9570,9870,300
New-York,602,3300,3600,300
New-York,602,9390,9720,330
New-York,603,3150,3420,270
New-York,603,9210,9540,330
New-York,604,2970,3240,270
New-York,604,9030,9360,330
New-York,605,2790,3060,270
New-York,605,8850,9180,330
New-York,606,2610,2880,270
New-York,606,8670,9000,330
New-York,607,2430,2670,240
New-York,607,8490,8820,330
New-York,608,2250,2490,240
New-York,608,8310,8640,330
New-York,609,2070,2310,240
New-York,609,8130,8460,330
New-York,610,1890,2130,240
New-York,610,7950,8280,330
New-York,611,1710,1950,240
New-York,611,7770,8100,330
New-York,612,1470,1560,90
New-York,612,7470,7800,330
New-York,612,13590,13830,240
New-York,613,1290,1380,90
New-York,613,7290,7620,330
New-York,613,13410,13680,270
New-York,614,1110,1200,90
New-York,614,7110,7440,330
New-York,614,13230,13500,270
New-York,615,930,1020,90
New-York,615,6960,7260,300
New-York,615,13050,13320,270
New-York,616,750,840,90
New-York,616,6780,7080,300
New-York,616,12870,13140,270
New-York,617,570,630,60
New-York,617,6600,6900,300
New-York,617,12690,12990,300
New-York,618,390,450,60
New-York,618,6420,6720,300
New-York,618,12480,12810,330
New-York,619,210,270,60
New-York,619,6240,6540,300
New-York,619,12300,12630,330
New-York,620,30,90,60
New-York,620,6060,6360,300
New-York,620,12120,12450,330
New-York,621,5880,6180,300
New-York,621,11940,12270,330
New-York,622,5700,5970,270
New-York,622,11760,12090,330
New-York,623,5520,5790,270
New-York,623,11580,11910,330
New-York,624,5340,5610,270
New-York,624,11400,11760,360
New-York,625,5160,5430,270
New-York,625,11220,11580,360
New-York,626,5010,5250,240
New-York,626,11040,11400,360
New-York,627,4830,5070,240
New-York,627,10860,11220,360
New-York,628,4650,4890,240
New-York,628,10680,11040,360
New-York,629,4470,4710,240
New-York,629,10500,10860,360
New-York,630,4290,4530,240
New-York,630,10320,10680,360
New-York,631,4110,4350,240
New-York,631,10140,10500,360
New-York,632,3930,4140,210
New-York,632,9990,10320,330
New-York,633,3750,3960,210
New-York,633,9810,10140,330
New-York,634,3570,3780,210
New-York,634,9630,9960,330
New-York,635,3390,3600,210
New-York,635,9450,9780,330
New-York,636,3240,3420,180
New-York,636,9270,9600,330
New-York,637,3060,3240,180
New-York,637,9090,9420,330
New-York,637,15300,15330,30
New-York,638,2880,3060,180
New-York,638,8910,9240,330
New-York,638,15090,15180,90
New-York,639,2700,2850,150
New-York,639,8730,9060,330
New-York,639,14910,15030,120
New-York,640,2520,2670,150
New-York,640,8550,8880,330
New-York,640,14700,14850,150
New-York,641,2340,2490,150
New-York,641,8370,8700,330
New-York,641,14520,14700,180
New-York,642,2160,2310,150
New-York,642,8190,8520,330
New-York,642,14340,14520,180
New-York,643,1980,2130,150
New-York,643,8010,8340,330
New-York,643,14130,14340,210
New-York,644,1800,1950,150
New-York,644,7830,8160,330
New-York,644,13950,14190,240
New-York,645,1650,1740,90
New-York,645,7650,7980,330
New-York,645,13770,14010,240
New-York,646,1380,1380,0
New-York,646,7380,7650,270
New-York,646,13440,13770,330
New-York,647,1200,1200,0
New-York,647,7200,7470,270
New-York,647,13260,13620,360
New-York,648,990,1020,30
New-York,648,7020,7260,240
New-York,648,13080,13440,360
New-York,649,810,840,30
New-York,649,6870,7080,210
New-York,649,12900,13260,360
New-York,650,630,660,30
New-York,650,6690,6900,210
New-York,650,12720,13080,360
New-York,651,450,480,30
New-York,651,6510,6720,210
New-York,651,12540,12900,360
New-York,652,270,300,30
New-York,652,6330,6540,210
New-York,652,12360,12720,360
New-York,653,90,120,30
New-York,653,6150,6360,210
New-York,653,12180,12540,360
New-York,654,5970,6180,210
New-York,654,12000,12360,360
New-York,655,5790,5970,180
New-York,655,11820,12180,360
New-York,656,5610,5790,180
New-York,656,11640,12000,360
New-York,656,17880,17880,0
New-York,657,5430,5610,180
New-York,657,11460,11820,360
New-York,657,17670,17730,60
New-York,658,5250,5430,180
New-York,658,11280,11640,360
New-York,658,17460,17580,120
New-York,659,5100,5250,150
New-York,659,11130,11460,330
New-York,659,17280,17430,150
New-York,660,4920,5070,150
New-York,660,10950,11280,330
New-York,660,17100,17250,150
New-York,661,4740,4890,150
New-York,661,10770,11100,330
New-York,661,16890,17100,210
New-York,662,4560,4680,120
New-York,662,10590,10920,330
New-York,662,16710,16920,210
New-York,663,4380,4500,120
New-York,663,10410,10740,330
New-York,663,16530,16740,210
New-York,664,4200,4320,120
New-York,664,10230,10560,330
New-York,664,16350,16590,240
New-York,665,4020,4140,120
New-York,665,10050,10380,330
New-York,665,16170,16410,240
New-York,666,3840,3960,120
New-York,666,9870,10200,330
New-York,666,15960,16230,270
New-York,667,3660,3780,120
New-York,667,9690,10020,330
New-York,667,15780,16050,270
New-York,668,3510,3570,60
New-York,668,9510,9840,330
New-York,668,15600,15900,300
New-York,669,3330,3390,60
New-York,669,9330,9660,330
New-York,669,15420,15720,300
New-York,670,3150,3210,60
New-York,670,9150,9480,330
New-York,670,15240,15540,300
New-York,671,2970,3030,60
New-York,671,8970,9270,300
New-York,671,15060,15360,300
New-York,672,2790,2850,60
New-York,672,8820,9090,270
New-York,672,14880,15180,300
New-York,673,2610,2670,60
New-York,673,8640,8910,270
New-York,673,14700,15030,330
New-York,674,2430,2460,30
New-York,674,8460,8730,270
New-York,674,14520,14850,330
New-York,675,2250,2280,30
New-York,675,8280,8550,270
New-York,675,14340,14670,330
New-York,676,2070,2100,30
New-York,676,8100,8370,270
New-York,676,14160,14490,330
New-York,677,1890,1920,30
New-York,677,7920,8190,270
New-York,677,13980,14310,330
New-York,678,1740,1740,0
New-York,678,7740,8010,270
New-York,678,13800,14130,330
New-York,679,1560,1560,0
New-York,679,7560,7830,270
New-York,679,13620,13950,330
New-York,680,1170,1260,90
New-York,680,7290,7440,150
New-York,680,13320,13680,360
New-York,681,990,1080,90
New-York,681,7140,7260,120
New-York,681,13140,13500,360
New-York,682,810,930,120
New-York,682,6960,7080,120
New-York,682,12960,13290,330
New-York,683,630,750,120
New-York,683,6780,6900,120
New-York,683,12780,13110,330
New-York,684,420,570,150
New-York,684,6600,6720,120
New-York,684,12630,12930,300
New-York,685,240,390,150
New-York,685,6420,6510,90
New-York,685,12450,12750,300
New-York,686,60,210,150
New-York,686,6240,6330,90
New-York,686,12270,12570,300
New-York,687,0,30,30
New-York,687,6060,6150,90
New-York,687,12090,12390,300
New-York,688,5880,5970,90
New-York,688,11910,12210,300
New-York,688,18000,18000,0
New-York,689,5700,5790,90
New-York,689,11730,12030,300
New-York,689,17820,18000,180
New-York,690,5520,5610,90
New-York,690,11550,11850,300
New-York,690,17640,17940,300
New-York,691,5370,5400,30
New-York,691,11370,11670,300
New-York,691,17460,17760,300
New-York,692,5190,5220,30
New-York,692,11190,11490,300
New-York,692,17280,17580,300
New-York,693,5010,5040,30
New-York,693,11010,11310,300
New-York,693,17100,17400,300
New-York,694,4830,4860,30
New-York,694,10830,11130,300
New-York,694,16920,17220,300
New-York,695,4650,4680,30
New-York,695,10650,10950,300
New-York,695,16740,17070,330
New-York,696,4470,4500,30
New-York,696,10500,10770,270
New-York,696,16560,16890,330
New-York,697,4290,4290,0
New-York,697,10320,10560,240
New-York,697,16380,16710,330
New-York,698,4110,4110,0
New-York,698,10140,10380,240
New-York,698,16200,16530,330
New-York,699,3930,3930,0
New-York,699,9960,10200,240
New-York,699,16020,16350,330
New-York,700,3750,3750,0
New-York,700,9780,10020,240
New-York,700,15840,16170,330
New-York,701,3570,3570,0
New-York,701,9600,9840,240
New-York,701,15660,15990,330
New-York,702,3390,3390,0
New-York,702,9420,9660,240
New-York,702,15480,15810,330
New-York,703,3210,3210,0
New-York,703,9240,9480,240
New-York,703,15300,15630,330
New-York,704,3030,3030,0
New-York,704,9060,9300,240
New-York,704,15120,15450,330
New-York,705,2850,2850,0
New-York,705,8880,9120,240
New-York,705,14940,15270,330
New-York,706,2640,2700,60
New-York,706,8730,8910,180
New-York,706,14760,15090,330
New-York,707,2460,2520,60
New-York,707,8550,8730,180
New-York,707,14580,14910,330
New-York,708,2280,2340,60
New-York,708,8370,8550,180
New-York,708,14400,14760,360
New-York,709,2100,2160,60
New-York,709,8190,8370,180
New-York,709,14220,14580,360
New-York,710,1920,1980,60
New-York,710,8010,8190,180
New-York,710,14040,14400,360
New-York,711,1740,1800,60
New-York,711,7830,8010,180
New-York,711,13860,14220,360
New-York,712,1530,1620,90
New-York,712,7650,7830,180
New-York,712,13680,14040,360
New-York,713,1350,1440,90
New-York,713,7470,7620,150
New-York,713,13500,13860,360
New-York,714,960,1200,240
New-York,714,7230,7230,0
New-York,714,13230,13500,270
New-York,715,780,1020,240
New-York,715,7050,7050,0
New-York,715,13050,13320,270
New-York,716,600,840,240
New-York,716,6870,6870,0
New-York,716,12870,13140,270
New-York,717,420,660,240
New-York,717,6690,6690,0
New-York,717,12690,12960,270
New-York,718,240,480,240
New-York,718,6510,6510,0
New-York,718,12510,12780,270
New-York,719,60,300,240
New-York,719,6330,6330,0
New-York,719,12360,12600,240
New-York,720,0,120,120
New-York,720,6150,6150,0
New-York,720,12180,12420,240
New-York,721,5970,5970,0
New-York,721,12000,12240,240
New-York,722,5790,5790,0
New-York,722,11820,12030,210
New-York,722,17850,18000,150
New-York,723,5580,5610,30
New-York,723,11640,11850,210
New-York,723,17670,18000,330
New-York,724,5400,5430,30
New-York,724,11460,11670,210
New-York,724,17490,17850,360
New-York,725,5220,5250,30
New-York,725,11280,11490,210
New-York,725,17310,17670,360
New-York,726,5040,5070,30
New-York,726,11100,11310,210
New-York,726,17130,17490,360
New-York,727,4860,4890,30
New-York,727,10920,11130,210
New-York,727,16980,17310,330
New-York,728,4680,4710,30
New-York,728,10740,10950,210
New-York,728,16800,17130,330
New-York,729,4470,4560,90
New-York,729,10590,10740,150
New-York,729,16620,16950,330
New-York,730,4290,4380,90
New-York,730,10410,10560,150
New-York,730,16440,16770,330
New-York,731,4110,4200,90
New-York,731,10230,10380,150
New-York,731,16260,16590,330
New-York,732,3930,4020,90
New-York,732,10050,10200,150
New-York,732,16080,16410,330
New-York,733,3750,3840,90
New-York,733,9870,10020,150
New-York,733,15900,16230,330
New-York,734,3570,3660,90
New-York,734,9690,9840,150
New-York,734,15720,16050,330
New-York,735,3360,3480,120
New-York,735,9510,9660,150
New-York,735,15540,15870,330
New-York,736,3180,3300,120
New-York,736,9330,9450,120
New-York,736,15360,15690,330
New-York,737,3000,3120,120
New-York,737,9150,9270,120
New-York,737,15180,15510,330
New-York,738,2820,2970,150
New-York,738,9000,9090,90
New-York,738,15000,15330,330
New-York,739,2640,2790,150
New-York,739,8820,8910,90
New-York,739,14820,15150,330
New-York,740,2460,2610,150
New-York,740,8640,8730,90
New-York,740,14640,14970,330
New-York,741,2250,2430,180
New-York,741,8460,8550,90
New-York,741,14460,14790,330
New-York,742,2070,2250,180
New-York,742,8280,8340,60
New-York,742,14310,14610,300
New-York,743,1890,2070,180
New-York,743,8100,8160,60
New-York,743,14130,14430,300
New-York,744,1710,1890,180
New-York,744,7920,7980,60
New-York,744,13950,14250,300
New-York,745,1530,1710,180
New-York,745,7740,7800,60
New-York,745,13770,14070,300
New-York,746,1350,1530,180
New-York,746,7560,7620,60
New-York,746,13590,13860,270
New-York,747,1170,1350,180
New-York,747,7380,7440,60
New-York,747,13410,13680,270
New-York,748,810,1110,300
New-York,748,7050,7110,60
New-York,748,13140,13320,180
New-York,749,630,930,300
New-York,749,6870,6930,60
New-York,749,12960,13140,180
New-York,750,420,750,330
New-York,750,6690,6750,60
New-York,750,12780,12960,180
New-York,751,240,570,330
New-York,751,6510,6570,60
New-York,751,12600,12780,180
New-York,752,60,390,330
New-York,752,6300,6420,120
New-York,752,12450,12600,150
New-York,753,0,210,210
New-York,753,6120,6240,120
New-York,753,12270,12390,120
New-York,754,0,30,30
New-York,754,5940,6060,120
New-York,754,12090,12210,120
New-York,755,5760,5880,120
New-York,755,11910,12030,120
New-York,755,17940,18000,60
New-York,756,5580,5700,120
New-York,756,11730,11850,120
New-York,756,17760,18000,240
New-York,757,5400,5520,120
New-York,757,11550,11670,120
New-York,757,17580,17910,330
New-York,758,5190,5340,150
New-York,758,11370,11490,120
New-York,758,17400,17730,330
New-York,759,5010,5160,150
New-York,759,11190,11280,90
New-York,759,17220,17550,330
New-York,760,4830,4980,150
New-York,760,11010,11100,90
New-York,760,17040,17340,300
New-York,761,4650,4830,180
New-York,761,10860,10920,60
New-York,761,16860,17160,300
New-York,762,4470,4650,180
New-York,762,10680,10740,60
New-York,762,16680,16980,300
New-York,763,4290,4470,180
New-York,763,10500,10560,60
New-York,763,16500,16800,300
New-York,764,4110,4290,180
New-York,764,10320,10380,60
New-York,764,16320,16620,300
New-York,765,3900,4110,210
New-York,765,10140,10170,30
New-York,765,16140,16440,300
New-York,766,3720,3930,210
New-York,766,9960,9990,30
New-York,766,15990,16260,270
New-York,767,3540,3750,210
New-York,767,9780,9810,30
New-York,767,15810,16080,270
New-York,768,3360,3570,210
New-York,768,9600,9630,30
New-York,768,15630,15900,270
New-York,769,3180,3390,210
New-York,769,9420,9450,30
New-York,769,15450,15720,270
New-York,770,3000,3210,210
New-York,770,9240,9270,30
New-York,770,15270,15540,270
New-York,771,2820,3060,240
New-York,771,9060,9090,30
New-York,771,15090,15360,270
New-York,772,2640,2880,240
New-York,772,8880,8880,0
New-York,772,14910,15150,240
New-York,773,2430,2700,270
New-York,773,8700,8700,0
New-York,773,14730,14970,240
New-York,774,2250,2520,270
New-York,774,8520,8520,0
New-York,774,14550,14790,240
New-York,775,2070,2340,270
New-York,775,8340,8370,30
New-York,775,14370,14610,240
New-York,776,1890,2160,270
New-York,776,8160,8190,30
New-York,776,14220,14430,210
New-York,777,1710,1980,270
New-York,777,7980,8010,30
New-York,777,14040,14250,210
New-York,778,1530,1800,270
New-York,778,7800,7830,30
New-York,778,13860,14070,210
New-York,779,1350,1620,270
New-York,779,7620,7650,30
New-York,779,13680,13890,210
New-York,780,1170,1440,270
New-York,780,7410,7470,60
New-York,780,13500,13680,180
New-York,781,990,1290,300
New-York,781,7230,7290,60
New-York,781,13320,13500,180
New-York,782,660,990,330
New-York,782,6840,7020,180
New-York,782,13050,13110,60
New-York,783,480,810,330
New-York,783,6660,6840,180
New-York,783,12870,12930,60
New-York,784,300,630,330
New-York,784,6480,6690,210
New-York,784,12720,12750,30
New-York,785,120,450,330
New-York,785,6300,6510,210
New-York,785,12540,12570,30
New-York,786,0,270,270
New-York,786,6120,6330,210
New-York,786,12360,12390,30
New-York,787,0,120,120
New-York,787,5940,6150,210
New-York,787,12180,12210,30
New-York,788,5760,5970,210
New-York,788,12000,12000,0
New-York,788,18000,18000,0
New-York,789,5550,5790,240
New-York,789,11820,11820,0
New-York,789,17850,18000,150
New-York,790,5370,5610,240
New-York,790,11640,11640,0
New-York,790,17670,17910,240
New-York,791,5190,5430,240
New-York,791,11460,11460,0
New-York,791,17490,17730,240
New-York,792,5010,5250,240
New-York,792,11280,11280,0
New-York,792,17310,17550,240
New-York,793,4830,5070,240
New-York,793,11100,11100,0
New-York,793,17130,17370,240
New-York,794,4650,4920,270
New-York,794,10920,10920,0
New-York,794,16950,17190,240
New-York,795,4470,4740,270
New-York,795,10740,10740,0
New-York,795,16770,17010,240
New-York,796,4290,4560,270
New-York,796,10560,10560,0
New-York,796,16590,16800,210
New-York,797,4110,4380,270
New-York,797,10350,10380,30
New-York,797,16410,16620,210
New-York,798,3900,4200,300
New-York,798,10170,10200,30
New-York,798,16230,16440,210
New-York,799,3720,4020,300
New-York,799,9990,10050,60
New-York,799,16080,16260,180
New-York,800,3540,3840,300
New-York,800,9810,9870,60
New-York,800,15900,16080,180
New-York,801,3360,3660,300
New-York,801,9630,9690,60
New-York,801,15720,15900,180
New-York,802,3180,3480,300
New-York,802,9450,9510,60
New-York,802,15540,15720,180
New-York,803,3000,3300,300
New-York,803,9240,9330,90
New-York,803,15360,15510,150
New-York,804,2820,3120,300
New-York,804,9060,9150,90
New-York,804,15180,15330,150
New-York,805,2640,2970,330
New-York,805,8880,8970,90
New-York,805,15000,15150,150
New-York,806,2460,2790,330
New-York,806,8700,8790,90
New-York,806,14820,14970,150
New-York,807,2280,2610,330
New-York,807,8520,8610,90
New-York,807,14640,14790,150
New-York,808,2100,2430,330
New-York,808,8340,8430,90
New-York,808,14490,14610,120
New-York,809,1920,2250,330
New-York,809,8130,8280,150
New-York,809,14310,14430,120
New-York,810,1740,2070,330
New-York,810,7950,8100,150
New-York,810,14130,14220,90
New-York,811,1560,1890,330
New-York,811,7770,7920,150
New-York,811,13950,14040,90
New-York,812,1380,1710,330
New-York,812,7590,7740,150
New-York,812,13770,13860,90
New-York,813,1200,1530,330
New-York,813,7410,7560,150
New-York,813,13590,13680,90
New-York,814,1020,1350,330
New-York,814,7230,7380,150
New-York,814,13410,13500,90
New-York,815,840,1170,330
New-York,815,7020,7200,180
New-York,815,13230,13320,90
New-York,816,540,870,330
New-York,816,6660,6930,270
New-York,816,12930,12960,30
New-York,817,360,690,330
New-York,817,6480,6780,300
New-York,817,12750,12780,30
New-York,818,210,510,300
New-York,818,6300,6600,300
New-York,818,12570,12600,30
New-York,819,30,330,300
New-York,819,6120,6420,300
New-York,819,12390,12420,30
New-York,820,0,150,150
New-York,820,5940,6240,300
New-York,820,12180,12240,60
New-York,821,5760,6060,300
New-York,821,12000,12060,60
New-York,822,5580,5880,300
New-York,822,11820,11910,90
New-York,822,17940,18000,60
New-York,823,5400,5700,300
New-York,823,11640,11730,90
New-York,823,17760,17910,150
New-York,824,5220,5520,300
New-York,824,11460,11550,90
New-York,824,17580,17730,150
New-York,825,5040,5340,300
New-York,825,11280,11370,90
New-York,825,17400,17550,150
New-York,826,4830,5160,330
New-York,826,11070,11190,120
New-York,826,17220,17370,150
New-York,827,4650,4980,330
New-York,827,10890,11010,120
New-York,827,17040,17160,120
New-York,828,4470,4800,330
New-York,828,10710,10830,120
New-York,828,16860,16980,120
New-York,829,4290,4650,360
New-York,829,10530,10650,120
New-York,829,16680,16800,120
New-York,830,4110,4470,360
New-York,830,10350,10470,120
New-York,830,16500,16620,120
New-York,831,3930,4290,360
New-York,831,10170,10320,150
New-York,831,16350,16440,90
New-York,832,3750,4110,360
New-York,832,9960,10140,180
New-York,832,16170,16260,90
New-York,833,3570,3930,360
New-York,833,9780,9960,180
New-York,833,15990,16050,60
New-York,834,3390,3750,360
New-York,834,9600,9780,180
New-York,834,15810,15870,60
New-York,835,3210,3570,360
New-York,835,9420,9600,180
New-York,835,15630,15690,60
New-York,836,3030,3390,360
New-York,836,9240,9420,180
New-York,836,15450,15510,60
New-York,837,2850,3210,360
New-York,837,9060,9240,180
New-York,837,15270,15330,60
New-York,838,2670,3030,360
New-York,838,8880,9060,180
New-York,838,15090,15150,60
New-York,839,2490,2850,360
New-York,839,8670,8880,210
New-York,839,14910,14940,30
New-York,840,2310,2670,360
New-York,840,8490,8700,210
New-York,840,14730,14760,30
New-York,841,2160,2490,330
New-York,841,8310,8550,240
New-York,841,14580,14580,0
New-York,842,1980,2310,330
New-York,842,8130,8370,240
New-York,842,14400,14400,0
New-York,843,1800,2130,330
New-York,843,7950,8190,240
New-York,843,14220,14220,0
New-York,844,1620,1950,330
New-York,844,7770,8010,240
New-York,844,14040,14040,0
New-York,845,1440,1770,330
New-York,845,7590,7830,240
New-York,845,13860,13860,0
New-York,846,1260,1590,330
New-York,846,7410,7650,240
New-York,846,13680,13680,0
New-York,847,1080,1410,330
New-York,847,7200,7470,270
New-York,847,13470,13500,30
New-York,848,900,1230,330
New-York,848,7020,7290,270
New-York,848,13290,13320,30
New-York,849,720,1050,330
New-York,849,6840,7110,270
New-York,849,13110,13140,30
New-York,850,510,720,210
New-York,850,6510,6840,330
New-York,850,12720,12870,150
New-York,851,360,510,150
New-York,851,6330,6660,330
New-York,851,12540,12690,150
New-York,852,180,330,150
New-York,852,6150,6480,330
New-York,852,12360,12510,150
New-York,853,30,120,90
New-York,853,5970,6300,330
New-York,853,12180,12330,150
New-York,854,5790,6120,330
New-York,854,12000,12180,180
New-York,855,5610,5970,360
New-York,855,11790,12000,210
New-York,856,5430,5790,360
New-York,856,11610,11820,210
New-York,856,17850,17880,30
New-York,857,5250,5610,360
New-York,857,11430,11640,210
New-York,857,17670,17700,30
New-York,858,5070,5430,360
New-York,858,11250,11460,210
New-York,858,17490,17520,30
New-York,859,4890,5250,360
New-York,859,11070,11280,210
New-York,859,17310,17340,30
New-York,860,4710,5070,360
New-York,860,10890,11100,210
New-York,860,17130,17160,30
New-York,861,4530,4890,360
New-York,861,10710,10920,210
New-York,861,16950,16980,30
New-York,862,4350,4710,360
New-York,862,10530,10740,210
New-York,862,16770,16770,0
New-York,863,4170,4530,360
New-York,863,10320,10560,240
New-York,863,16590,16590,0
New-York,864,3990,4350,360
New-York,864,10140,10410,270
New-York,864,16410,16410,0
New-York,865,3810,4170,360
New-York,865,9960,10230,270
New-York,865,16230,16230,0
New-York,866,3660,3990,330
New-York,866,9780,10050,270
New-York,866,16050,16050,0
New-York,867,3480,3810,330
New-York,867,9600,9870,270
New-York,867,15870,15870,0
New-York,868,3300,3630,330
New-York,868,9420,9690,270
New-York,868,15690,15690,0
New-York,869,3120,3450,330
New-York,869,9240,9510,270
New-York,869,15510,15540,30
New-York,870,2940,3270,330
New-York,870,9060,9330,270
New-York,870,15330,15360,30
New-York,871,2760,3090,330
New-York,871,8880,9150,270
New-York,871,15120,15180,60
New-York,872,2580,2910,330
New-York,872,8700,8970,270
New-York,872,14940,15000,60
New-York,873,2430,2730,300
New-York,873,8490,8790,300
New-York,873,14760,14820,60
New-York,874,2250,2550,300
New-York,874,8310,8610,300
New-York,874,14580,14640,60
New-York,875,2070,2370,300
New-York,875,8130,8460,330
New-York,875,14400,14460,60
New-York,876,1890,2190,300
New-York,876,7950,8280,330
New-York,876,14220,14280,60
New-York,877,1710,2010,300
New-York,877,7770,8100,330
New-York,877,14010,14100,90
New-York,878,1560,1800,240
New-York,878,7590,7920,330
New-York,878,13830,13920,90
New-York,879,1380,1620,240
New-York,879,7410,7740,330
New-York,879,13650,13770,120
New-York,880,1200,1440,240
New-York,880,7230,7560,330
